year_quarter_code,commercial_district_code,commercial_district_name,total_household,household_under_20_pyeong,household_20_to_30_pyeong,household_30_to_40_pyeong,household_40_to_50_pyeong,household_over_50_pyeong,household_less_than_100_million_price,household_100_million_to_200_million_price,household_200_million_to_300_million_price,household_300_million_to_400_million_price,household_400_million_to_500_million_price,household_500_million_to_600_million_price,household_over_than_600_million_price,apartment_avg_area,apartment_avg_price
20233,3110939,양재역 8번(양재동우체국),132,688.0,365.0,104.0,36.0,37.0,7.0,186.0,345.0,221.0,191.0,122.0,158.0,66,372500705
20231,3110940,양재근린공원(양재2동주민센터),33,229.0,63.0,3.0,12.0,0.0,1.0,82.0,84.0,83.0,30.0,12.0,15.0,57,309843975
20232,3110940,양재근린공원(양재2동주민센터),33,229.0,63.0,3.0,12.0,0.0,1.0,82.0,84.0,83.0,30.0,12.0,15.0,57,309843975
20233,3110940,양재근린공원(양재2동주민센터),33,229.0,63.0,3.0,12.0,0.0,1.0,82.0,84.0,83.0,30.0,12.0,15.0,57,309843975
20231,3110941,언남고등학교,16,147.0,9.0,0.0,0.0,0.0,1.0,53.0,77.0,20.0,4.0,1.0,0.0,46,253393876
20232,3110941,언남고등학교,16,147.0,9.0,0.0,0.0,0.0,1.0,53.0,77.0,20.0,4.0,1.0,0.0,46,253393876
20233,3110941,언남고등학교,16,147.0,9.0,0.0,0.0,0.0,1.0,53.0,77.0,20.0,4.0,1.0,0.0,46,253393876
20231,3111024,경찰병원역 4번(건너말공원),48,322.0,26.0,23.0,0.0,0.0,41.0,122.0,151.0,27.0,28.0,2.0,0.0,48,224703244
20232,3111024,경찰병원역 4번(건너말공원),48,322.0,26.0,23.0,0.0,0.0,41.0,122.0,151.0,27.0,28.0,2.0,0.0,48,224703244
20233,3111024,경찰병원역 4번(건너말공원),48,322.0,26.0,23.0,0.0,0.0,41.0,122.0,151.0,27.0,28.0,2.0,0.0,48,224703244
20231,3110997,대청초등학교,137,807.0,65.0,13.0,15.0,1.0,0.0,92.0,402.0,293.0,60.0,22.0,32.0,51,328701655
20232,3110997,대청초등학교,137,807.0,65.0,13.0,15.0,1.0,0.0,92.0,402.0,293.0,60.0,22.0,32.0,51,328701655
20233,3110997,대청초등학교,137,807.0,65.0,13.0,15.0,1.0,0.0,92.0,402.0,293.0,60.0,22.0,32.0,51,328701655
20231,3110999,윗방죽마을공원,3,21.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,9.0,1.0,0.0,51,383312121
20232,3110999,윗방죽마을공원,3,21.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,9.0,1.0,0.0,51,383312121
20233,3110999,윗방죽마을공원,3,21.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,9.0,1.0,0.0,51,383312121
20231,3111001,아래방죽마을공원(율현초등학교),10,60.0,5.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,49.0,80,724038182
20232,3111001,아래방죽마을공원(율현초등학교),10,60.0,5.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,49.0,80,724038182
20233,3111001,아래방죽마을공원(율현초등학교),10,60.0,5.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,49.0,80,724038182
20231,3110837,숭실대입구역 1번,70,429.0,199.0,28.0,3.0,0.0,58.0,345.0,191.0,29.0,0.0,0.0,36.0,58,208144501
20232,3110837,숭실대입구역 1번,70,429.0,199.0,28.0,3.0,0.0,58.0,345.0,191.0,29.0,0.0,0.0,36.0,58,208144501
20233,3110837,숭실대입구역 1번,70,429.0,199.0,28.0,3.0,0.0,58.0,345.0,191.0,29.0,0.0,0.0,36.0,58,208144501
20231,3110838,상도1동주민센터앞,2,12.0,2.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,47,149050000
20232,3110838,상도1동주민센터앞,2,12.0,2.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,47,149050000
20233,3110838,상도1동주민센터앞,2,12.0,2.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,47,149050000
20231,3110839,숭실대입구역 4번,8,53.0,18.0,16.0,0.0,0.0,23.0,31.0,9.0,0.0,2.0,22.0,0.0,55,242950600
20232,3110839,숭실대입구역 4번,8,53.0,18.0,16.0,0.0,0.0,23.0,31.0,9.0,0.0,2.0,22.0,0.0,55,242950600
20233,3110839,숭실대입구역 4번,8,53.0,18.0,16.0,0.0,0.0,23.0,31.0,9.0,0.0,2.0,22.0,0.0,55,242950600
20231,3110888,청룡동주민센터,7,44.0,2.0,0.0,0.0,0.0,3.0,40.0,2.0,1.0,0.0,0.0,0.0,41,160294246
20232,3110888,청룡동주민센터,7,44.0,2.0,0.0,0.0,0.0,3.0,40.0,2.0,1.0,0.0,0.0,0.0,41,160294246
20233,3110888,청룡동주민센터,7,44.0,2.0,0.0,0.0,0.0,3.0,40.0,2.0,1.0,0.0,0.0,0.0,41,160294246
20231,3110917,서초소방서,32,79.0,44.0,18.0,3.0,107.0,0.0,27.0,41.0,31.0,29.0,12.0,111.0,129,919113592
20232,3110917,서초소방서,32,79.0,44.0,18.0,3.0,107.0,0.0,27.0,41.0,31.0,29.0,12.0,111.0,129,919113592
20233,3110917,서초소방서,32,79.0,44.0,18.0,3.0,107.0,0.0,27.0,41.0,31.0,29.0,12.0,111.0,129,919113592
20231,3110918,방배역 3번,85,494.0,191.0,33.0,7.0,1.0,0.0,112.0,237.0,226.0,67.0,40.0,44.0,57,329896581
20232,3110918,방배역 3번,85,494.0,191.0,33.0,7.0,1.0,0.0,112.0,237.0,226.0,67.0,40.0,44.0,57,329896581
20233,3110918,방배역 3번,85,494.0,191.0,33.0,7.0,1.0,0.0,112.0,237.0,226.0,67.0,40.0,44.0,57,329896581
20231,3110919,내방역 8번,82,333.0,165.0,88.0,52.0,107.0,0.0,60.0,62.0,83.0,159.0,83.0,298.0,87,612781835
20232,3110919,내방역 8번,82,333.0,165.0,88.0,52.0,107.0,0.0,60.0,62.0,83.0,159.0,83.0,298.0,87,612781835
20233,3110919,내방역 8번,82,333.0,165.0,88.0,52.0,107.0,0.0,60.0,62.0,83.0,159.0,83.0,298.0,87,612781835
20231,3110920,방배역 2번(백석예술대학교),7,30.0,4.0,17.0,0.0,0.0,0.0,16.0,6.0,12.0,5.0,0.0,12.0,64,348525510
20232,3110920,방배역 2번(백석예술대학교),7,30.0,4.0,17.0,0.0,0.0,0.0,16.0,6.0,12.0,5.0,0.0,12.0,64,348525510
20233,3110920,방배역 2번(백석예술대학교),7,30.0,4.0,17.0,0.0,0.0,0.0,16.0,6.0,12.0,5.0,0.0,12.0,64,348525510
20232,3110875,보라매동주민센터(당곡고등학교),53,311.0,126.0,9.0,0.0,2.0,29.0,268.0,148.0,3.0,0.0,0.0,0.0,60,179394946
20231,3110010,평창동서측,58,69.0,171.0,52.0,22.0,71.0,1.0,74.0,101.0,99.0,34.0,29.0,47.0,130,534079842
20232,3110010,평창동서측,58,69.0,171.0,52.0,22.0,71.0,1.0,74.0,101.0,99.0,34.0,29.0,47.0,130,534079842
20232,3110020,서울국제고등학교,102,550.0,91.0,16.0,4.0,2.0,235.0,288.0,122.0,10.0,6.0,0.0,2.0,54,140643747
20233,3110021,성균관대학교,27,179.0,56.0,4.0,0.0,0.0,79.0,64.0,92.0,3.0,1.0,0.0,0.0,49,169575470
20233,3110078,이촌동점보아파트,1,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,187,1145916667
20232,3110284,정릉북한산국립공원입구,42,267.0,106.0,24.0,2.0,0.0,88.0,289.0,22.0,0.0,0.0,0.0,0.0,63,130178097
20233,3110354,삼각산119안전센터,1,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,85,538750000
20231,3110347,구세군강북종합사회복지관,42,313.0,38.0,1.0,0.0,0.0,102.0,233.0,16.0,1.0,0.0,0.0,0.0,52,120274267
20232,3110340,인수중학교,33,219.0,52.0,2.0,10.0,0.0,119.0,153.0,3.0,8.0,0.0,0.0,0.0,56,116540113
20233,3110340,인수중학교,33,219.0,52.0,2.0,10.0,0.0,119.0,153.0,3.0,8.0,0.0,0.0,0.0,56,116540113
20231,3110431,상계역,5,36.0,21.0,0.0,0.0,0.0,9.0,27.0,20.0,1.0,0.0,0.0,0.0,52,164042407
20231,3110539,미근동,1,12.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,46,104275000
20231,3110516,정원여중,43,213.0,138.0,15.0,0.0,0.0,143.0,204.0,19.0,0.0,0.0,0.0,0.0,60,117232251
20231,3110408,가인초등학교,14,107.0,33.0,0.0,0.0,0.0,4.0,101.0,23.0,0.0,0.0,12.0,0.0,49,184031602
20231,3110705,고산초등학교,1,130.0,0.0,0.0,0.0,0.0,0.0,8.0,122.0,0.0,0.0,0.0,0.0,51,226253846
20231,3110655,발산역 5번,21,153.0,59.0,2.0,0.0,0.0,13.0,138.0,51.0,11.0,1.0,0.0,0.0,55,169695427
20231,3110959,신구중학교,2,4.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,92,1183291667
20231,3110714,구로4동주민센터,50,394.0,72.0,2.0,0.0,0.0,119.0,235.0,68.0,22.0,24.0,0.0,0.0,47,160762580
20231,3110689,오류동역 3번,48,357.0,99.0,6.0,0.0,0.0,57.0,363.0,42.0,0.0,0.0,0.0,0.0,56,144215956
20232,3110912,방배동사이길,4,19.0,11.0,0.0,0.0,0.0,0.0,12.0,4.0,7.0,7.0,0.0,0.0,54,303541667
20231,3110914,내방역 6번,7,45.0,11.0,0.0,12.0,0.0,0.0,28.0,12.0,5.0,0.0,0.0,23.0,56,385389734
20231,3110854,조원동주민센터,26,201.0,70.0,0.0,0.0,0.0,12.0,113.0,146.0,0.0,0.0,0.0,0.0,54,195690168
20231,3110908,구반포역,2,0.0,7.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,119,1618833333
20231,3110916,내방역 4번,106,722.0,189.0,35.0,6.0,3.0,4.0,226.0,302.0,235.0,81.0,59.0,48.0,52,317753233
20232,3110916,내방역 4번,106,722.0,189.0,35.0,6.0,3.0,4.0,226.0,302.0,235.0,81.0,59.0,48.0,52,317753233
20233,3110916,내방역 4번,106,722.0,189.0,35.0,6.0,3.0,4.0,226.0,302.0,235.0,81.0,59.0,48.0,52,317753233
20233,3110875,보라매동주민센터(당곡고등학교),53,311.0,126.0,9.0,0.0,2.0,29.0,268.0,148.0,3.0,0.0,0.0,0.0,60,179394946
20231,3110876,서원동주민센터(신관중학교),34,214.0,43.0,0.0,0.0,0.0,67.0,171.0,19.0,0.0,0.0,0.0,0.0,51,133225440
20232,3110876,서원동주민센터(신관중학교),34,214.0,43.0,0.0,0.0,0.0,67.0,171.0,19.0,0.0,0.0,0.0,0.0,51,133225440
20233,3110876,서원동주민센터(신관중학교),34,214.0,43.0,0.0,0.0,0.0,67.0,171.0,19.0,0.0,0.0,0.0,0.0,51,133225440
20231,3111089,상일여고(상일초등학교),78,491.0,37.0,0.0,0.0,0.0,58.0,391.0,78.0,1.0,0.0,0.0,0.0,47,158773438
20232,3111089,상일여고(상일초등학교),78,491.0,37.0,0.0,0.0,0.0,58.0,391.0,78.0,1.0,0.0,0.0,0.0,47,158773438
20233,3111089,상일여고(상일초등학교),78,491.0,37.0,0.0,0.0,0.0,58.0,391.0,78.0,1.0,0.0,0.0,0.0,47,158773438
20231,3111061,암사역 1번,191,1387.0,278.0,12.0,0.0,0.0,167.0,1000.0,398.0,76.0,28.0,8.0,0.0,48,175069947
20232,3111061,암사역 1번,191,1387.0,278.0,12.0,0.0,0.0,167.0,1000.0,398.0,76.0,28.0,8.0,0.0,48,175069947
20233,3111061,암사역 1번,191,1387.0,278.0,12.0,0.0,0.0,167.0,1000.0,398.0,76.0,28.0,8.0,0.0,48,175069947
20231,3111062,둔촌동역 3번(성내3동주민센터),60,275.0,203.0,36.0,36.0,0.0,23.0,195.0,114.0,68.0,80.0,54.0,16.0,67,255643387
20232,3111062,둔촌동역 3번(성내3동주민센터),60,275.0,203.0,36.0,36.0,0.0,23.0,195.0,114.0,68.0,80.0,54.0,16.0,67,255643387
20233,3111062,둔촌동역 3번(성내3동주민센터),60,275.0,203.0,36.0,36.0,0.0,23.0,195.0,114.0,68.0,80.0,54.0,16.0,67,255643387
20231,3110889,봉천역 6번,31,149.0,79.0,2.0,1.0,0.0,19.0,171.0,40.0,1.0,0.0,0.0,0.0,59,163303613
20232,3110889,봉천역 6번,31,149.0,79.0,2.0,1.0,0.0,19.0,171.0,40.0,1.0,0.0,0.0,0.0,59,163303613
20233,3110889,봉천역 6번,31,149.0,79.0,2.0,1.0,0.0,19.0,171.0,40.0,1.0,0.0,0.0,0.0,59,163303613
20231,3110890,봉천역 1번(관악초등학교),27,159.0,83.0,0.0,0.0,0.0,29.0,135.0,66.0,3.0,9.0,0.0,0.0,54,172051868
20232,3110890,봉천역 1번(관악초등학교),27,159.0,83.0,0.0,0.0,0.0,29.0,135.0,66.0,3.0,9.0,0.0,0.0,54,172051868
20233,3110890,봉천역 1번(관악초등학교),27,159.0,83.0,0.0,0.0,0.0,29.0,135.0,66.0,3.0,9.0,0.0,0.0,54,172051868
20231,3110891,구암초등학교,23,142.0,29.0,2.0,1.0,0.0,0.0,6.0,52.0,81.0,16.0,18.0,1.0,54,345767316
20232,3110891,구암초등학교,23,142.0,29.0,2.0,1.0,0.0,0.0,6.0,52.0,81.0,16.0,18.0,1.0,54,345767316
20233,3110891,구암초등학교,23,142.0,29.0,2.0,1.0,0.0,0.0,6.0,52.0,81.0,16.0,18.0,1.0,54,345767316
20231,3110957,언북중학교,45,292.0,72.0,52.0,5.0,2.0,1.0,84.0,114.0,120.0,33.0,9.0,62.0,59,348915067
20232,3110957,언북중학교,45,292.0,72.0,52.0,5.0,2.0,1.0,84.0,114.0,120.0,33.0,9.0,62.0,59,348915067
20233,3110957,언북중학교,45,292.0,72.0,52.0,5.0,2.0,1.0,84.0,114.0,120.0,33.0,9.0,62.0,59,348915067
20231,3110958,역삼역 4번,22,140.0,15.0,17.0,15.0,5.0,1.0,107.0,34.0,9.0,3.0,8.0,30.0,73,331521188
20232,3110958,역삼역 4번,22,140.0,15.0,17.0,15.0,5.0,1.0,107.0,34.0,9.0,3.0,8.0,30.0,73,331521188
20233,3110958,역삼역 4번,22,140.0,15.0,17.0,15.0,5.0,1.0,107.0,34.0,9.0,3.0,8.0,30.0,73,331521188
20232,3110959,신구중학교,2,4.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,92,1183291667
20233,3110959,신구중학교,2,4.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,92,1183291667
20231,3110960,은광여고,18,121.0,17.0,12.0,0.0,28.0,10.0,60.0,51.0,1.0,7.0,20.0,29.0,84,485127258
20232,3110960,은광여고,18,121.0,17.0,12.0,0.0,28.0,10.0,60.0,51.0,1.0,7.0,20.0,29.0,84,485127258
20233,3110960,은광여고,18,121.0,17.0,12.0,0.0,28.0,10.0,60.0,51.0,1.0,7.0,20.0,29.0,84,485127258
20231,3111014,송파나루역 2번,105,777.0,110.0,13.0,3.0,12.0,16.0,408.0,375.0,81.0,20.0,3.0,12.0,51,222406807
20232,3111014,송파나루역 2번,105,777.0,110.0,13.0,3.0,12.0,16.0,408.0,375.0,81.0,20.0,3.0,12.0,51,222406807
20233,3111014,송파나루역 2번,105,777.0,110.0,13.0,3.0,12.0,16.0,408.0,375.0,81.0,20.0,3.0,12.0,51,222406807
20231,3111015,석촌역 3번,343,2455.0,494.0,46.0,10.0,1.0,193.0,1165.0,1223.0,354.0,62.0,6.0,3.0,47,216869365
20232,3111015,석촌역 3번,343,2455.0,494.0,46.0,10.0,1.0,193.0,1165.0,1223.0,354.0,62.0,6.0,3.0,47,216869365
20233,3111015,석촌역 3번,343,2455.0,494.0,46.0,10.0,1.0,193.0,1165.0,1223.0,354.0,62.0,6.0,3.0,47,216869365
20231,3111016,송파역 2번,102,680.0,165.0,9.0,0.0,12.0,27.0,301.0,331.0,129.0,26.0,40.0,12.0,52,243051831
20232,3111016,송파역 2번,102,680.0,165.0,9.0,0.0,12.0,27.0,301.0,331.0,129.0,26.0,40.0,12.0,52,243051831
20233,3111016,송파역 2번,102,680.0,165.0,9.0,0.0,12.0,27.0,301.0,331.0,129.0,26.0,40.0,12.0,52,243051831
20231,3111038,보인중학교,91,705.0,17.0,1.0,0.0,0.0,12.0,372.0,302.0,35.0,2.0,0.0,0.0,48,196544987
20232,3111038,보인중학교,91,705.0,17.0,1.0,0.0,0.0,12.0,372.0,302.0,35.0,2.0,0.0,0.0,48,196544987
20233,3111038,보인중학교,91,705.0,17.0,1.0,0.0,0.0,12.0,372.0,302.0,35.0,2.0,0.0,0.0,48,196544987
20231,3111039,벌말어린이공원,40,295.0,68.0,1.0,0.0,0.0,13.0,167.0,134.0,48.0,2.0,0.0,0.0,50,208728220
20232,3111039,벌말어린이공원,40,295.0,68.0,1.0,0.0,0.0,13.0,167.0,134.0,48.0,2.0,0.0,0.0,50,208728220
20233,3111039,벌말어린이공원,40,295.0,68.0,1.0,0.0,0.0,13.0,167.0,134.0,48.0,2.0,0.0,0.0,50,208728220
20231,3110843,사당5동주민센터,20,120.0,29.0,10.0,0.0,0.0,7.0,60.0,61.0,29.0,2.0,0.0,0.0,55,214029626
20232,3110843,사당5동주민센터,20,120.0,29.0,10.0,0.0,0.0,7.0,60.0,61.0,29.0,2.0,0.0,0.0,55,214029626
20233,3110843,사당5동주민센터,20,120.0,29.0,10.0,0.0,0.0,7.0,60.0,61.0,29.0,2.0,0.0,0.0,55,214029626
20231,3110844,흑석2치안센터,22,60.0,21.0,4.0,1.0,0.0,0.0,0.0,7.0,8.0,21.0,20.0,30.0,64,609653301
20232,3110844,흑석2치안센터,22,60.0,21.0,4.0,1.0,0.0,0.0,0.0,7.0,8.0,21.0,20.0,30.0,64,609653301
20233,3110844,흑석2치안센터,22,60.0,21.0,4.0,1.0,0.0,0.0,0.0,7.0,8.0,21.0,20.0,30.0,64,609653301
20231,3111063,강동구립 천호도서관,53,452.0,51.0,1.0,0.0,1.0,32.0,285.0,122.0,63.0,2.0,1.0,0.0,43,191017215
20232,3111063,강동구립 천호도서관,53,452.0,51.0,1.0,0.0,1.0,32.0,285.0,122.0,63.0,2.0,1.0,0.0,43,191017215
20233,3111063,강동구립 천호도서관,53,452.0,51.0,1.0,0.0,1.0,32.0,285.0,122.0,63.0,2.0,1.0,0.0,43,191017215
20231,3111064,둔촌동역 4번,47,261.0,119.0,3.0,0.0,1.0,54.0,176.0,75.0,39.0,33.0,7.0,0.0,55,198023177
20232,3111064,둔촌동역 4번,47,261.0,119.0,3.0,0.0,1.0,54.0,176.0,75.0,39.0,33.0,7.0,0.0,55,198023177
20233,3111064,둔촌동역 4번,47,261.0,119.0,3.0,0.0,1.0,54.0,176.0,75.0,39.0,33.0,7.0,0.0,55,198023177
20231,3111065,천일초등학교,51,453.0,63.0,0.0,0.0,0.0,23.0,221.0,249.0,23.0,0.0,0.0,0.0,50,198050239
20232,3111065,천일초등학교,51,453.0,63.0,0.0,0.0,0.0,23.0,221.0,249.0,23.0,0.0,0.0,0.0,50,198050239
20233,3111065,천일초등학교,51,453.0,63.0,0.0,0.0,0.0,23.0,221.0,249.0,23.0,0.0,0.0,0.0,50,198050239
20231,3110961,언주역 3번,47,298.0,85.0,27.0,7.0,12.0,0.0,135.0,125.0,83.0,33.0,11.0,42.0,61,359594973
20232,3110961,언주역 3번,47,298.0,85.0,27.0,7.0,12.0,0.0,135.0,125.0,83.0,33.0,11.0,42.0,61,359594973
20233,3110961,언주역 3번,47,298.0,85.0,27.0,7.0,12.0,0.0,135.0,125.0,83.0,33.0,11.0,42.0,61,359594973
20231,3110963,역삼월드메르디앙아파트,45,314.0,78.0,8.0,15.0,30.0,0.0,129.0,115.0,89.0,47.0,11.0,54.0,68,379588083
20232,3110963,역삼월드메르디앙아파트,45,314.0,78.0,8.0,15.0,30.0,0.0,129.0,115.0,89.0,47.0,11.0,54.0,68,379588083
20233,3110963,역삼월드메르디앙아파트,45,314.0,78.0,8.0,15.0,30.0,0.0,129.0,115.0,89.0,47.0,11.0,54.0,68,379588083
20231,3110964,싸리고개근린공원,12,34.0,51.0,0.0,30.0,11.0,0.0,0.0,18.0,14.0,42.0,6.0,46.0,91,710629371
20232,3110964,싸리고개근린공원,12,34.0,51.0,0.0,30.0,11.0,0.0,0.0,18.0,14.0,42.0,6.0,46.0,91,710629371
20233,3110964,싸리고개근린공원,12,34.0,51.0,0.0,30.0,11.0,0.0,0.0,18.0,14.0,42.0,6.0,46.0,91,710629371
20231,3110965,언주역 6번,62,495.0,51.0,43.0,2.0,0.0,10.0,249.0,179.0,91.0,19.0,39.0,4.0,48,246875585
20232,3110965,언주역 6번,62,495.0,51.0,43.0,2.0,0.0,10.0,249.0,179.0,91.0,19.0,39.0,4.0,48,246875585
20233,3110965,언주역 6번,62,495.0,51.0,43.0,2.0,0.0,10.0,249.0,179.0,91.0,19.0,39.0,4.0,48,246875585
20231,3111035,오금공원(오주중학교),126,908.0,155.0,27.0,9.0,0.0,22.0,530.0,441.0,98.0,7.0,1.0,0.0,53,212553517
20232,3111035,오금공원(오주중학교),126,908.0,155.0,27.0,9.0,0.0,22.0,530.0,441.0,98.0,7.0,1.0,0.0,53,212553517
20233,3111035,오금공원(오주중학교),126,908.0,155.0,27.0,9.0,0.0,22.0,530.0,441.0,98.0,7.0,1.0,0.0,53,212553517
20231,3110821,보라매역 2번,98,649.0,215.0,5.0,1.0,0.0,47.0,454.0,325.0,25.0,13.0,6.0,0.0,56,191377529
20232,3110821,보라매역 2번,98,649.0,215.0,5.0,1.0,0.0,47.0,454.0,325.0,25.0,13.0,6.0,0.0,56,191377529
20233,3110821,보라매역 2번,98,649.0,215.0,5.0,1.0,0.0,47.0,454.0,325.0,25.0,13.0,6.0,0.0,56,191377529
20231,3110822,신대방삼거리역 4번(대림초등학교),102,465.0,387.0,21.0,2.0,2.0,58.0,350.0,413.0,49.0,4.0,1.0,2.0,64,205739277
20232,3110822,신대방삼거리역 4번(대림초등학교),102,465.0,387.0,21.0,2.0,2.0,58.0,350.0,413.0,49.0,4.0,1.0,2.0,64,205739277
20233,3110822,신대방삼거리역 4번(대림초등학교),102,465.0,387.0,21.0,2.0,2.0,58.0,350.0,413.0,49.0,4.0,1.0,2.0,64,205739277
20231,3110866,난우중학교,51,514.0,19.0,3.0,0.0,0.0,64.0,404.0,68.0,0.0,0.0,0.0,0.0,48,151556353
20232,3110866,난우중학교,51,514.0,19.0,3.0,0.0,0.0,64.0,404.0,68.0,0.0,0.0,0.0,0.0,48,151556353
20233,3110866,난우중학교,51,514.0,19.0,3.0,0.0,0.0,64.0,404.0,68.0,0.0,0.0,0.0,0.0,48,151556353
20231,3110845,사당종합체육관,58,346.0,40.0,1.0,0.0,0.0,29.0,254.0,89.0,3.0,0.0,0.0,12.0,47,169046491
20232,3110845,사당종합체육관,58,346.0,40.0,1.0,0.0,0.0,29.0,254.0,89.0,3.0,0.0,0.0,12.0,47,169046491
20233,3110845,사당종합체육관,58,346.0,40.0,1.0,0.0,0.0,29.0,254.0,89.0,3.0,0.0,0.0,12.0,47,169046491
20231,3110846,남성역 1번,186,1211.0,183.0,21.0,1.0,0.0,61.0,587.0,595.0,167.0,6.0,0.0,0.0,49,206983090
20232,3110846,남성역 1번,186,1211.0,183.0,21.0,1.0,0.0,61.0,587.0,595.0,167.0,6.0,0.0,0.0,49,206983090
20233,3110846,남성역 1번,186,1211.0,183.0,21.0,1.0,0.0,61.0,587.0,595.0,167.0,6.0,0.0,0.0,49,206983090
20231,3110847,예술인마을,144,749.0,417.0,13.0,3.0,0.0,25.0,375.0,613.0,153.0,16.0,0.0,0.0,60,228708571
20232,3110847,예술인마을,144,749.0,417.0,13.0,3.0,0.0,25.0,375.0,613.0,153.0,16.0,0.0,0.0,60,228708571
20233,3110847,예술인마을,144,749.0,417.0,13.0,3.0,0.0,25.0,375.0,613.0,153.0,16.0,0.0,0.0,60,228708571
20231,3110895,샤로수길,89,476.0,294.0,82.0,6.0,1.0,139.0,326.0,206.0,117.0,70.0,0.0,1.0,61,207322821
20232,3110895,샤로수길,89,476.0,294.0,82.0,6.0,1.0,139.0,326.0,206.0,117.0,70.0,0.0,1.0,61,207322821
20233,3110895,샤로수길,89,476.0,294.0,82.0,6.0,1.0,139.0,326.0,206.0,117.0,70.0,0.0,1.0,61,207322821
20231,3111066,암사동성당(효정하나플러스아파트),143,1104.0,180.0,4.0,1.0,4.0,109.0,742.0,349.0,87.0,6.0,0.0,0.0,49,181382809
20232,3111066,암사동성당(효정하나플러스아파트),143,1104.0,180.0,4.0,1.0,4.0,109.0,742.0,349.0,87.0,6.0,0.0,0.0,49,181382809
20233,3111066,암사동성당(효정하나플러스아파트),143,1104.0,180.0,4.0,1.0,4.0,109.0,742.0,349.0,87.0,6.0,0.0,0.0,49,181382809
20231,3111067,강동구립성내도서관,229,1562.0,446.0,13.0,2.0,1.0,145.0,951.0,641.0,165.0,94.0,20.0,8.0,50,202933185
20232,3111067,강동구립성내도서관,229,1562.0,446.0,13.0,2.0,1.0,145.0,951.0,641.0,165.0,94.0,20.0,8.0,50,202933185
20233,3111067,강동구립성내도서관,229,1562.0,446.0,13.0,2.0,1.0,145.0,951.0,641.0,165.0,94.0,20.0,8.0,50,202933185
20232,3111068,강동성심병원,1,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,90,535166667
20233,3111068,강동성심병원,1,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,90,535166667
20231,3111069,천호1동주민센터,83,731.0,94.0,3.0,0.0,0.0,43.0,425.0,345.0,15.0,0.0,0.0,0.0,45,182998627
20232,3111069,천호1동주민센터,83,731.0,94.0,3.0,0.0,0.0,43.0,425.0,345.0,15.0,0.0,0.0,0.0,45,182998627
20233,3111069,천호1동주민센터,83,731.0,94.0,3.0,0.0,0.0,43.0,425.0,345.0,15.0,0.0,0.0,0.0,45,182998627
20231,3111036,투구봉어린이공원,48,313.0,77.0,1.0,0.0,0.0,2.0,203.0,155.0,31.0,0.0,0.0,0.0,49,208837288
20232,3111036,투구봉어린이공원,48,313.0,77.0,1.0,0.0,0.0,2.0,203.0,155.0,31.0,0.0,0.0,0.0,49,208837288
20233,3111036,투구봉어린이공원,48,313.0,77.0,1.0,0.0,0.0,2.0,203.0,155.0,31.0,0.0,0.0,0.0,49,208837288
20231,3110840,중앙대학교,27,164.0,42.0,27.0,15.0,0.0,3.0,74.0,86.0,50.0,21.0,4.0,10.0,64,269726203
20232,3110840,중앙대학교,27,164.0,42.0,27.0,15.0,0.0,3.0,74.0,86.0,50.0,21.0,4.0,10.0,64,269726203
20233,3110840,중앙대학교,27,164.0,42.0,27.0,15.0,0.0,3.0,74.0,86.0,50.0,21.0,4.0,10.0,64,269726203
20231,3110867,국제신학대학원대학교(남서울중학교),35,195.0,63.0,0.0,0.0,0.0,52.0,151.0,55.0,0.0,0.0,0.0,0.0,50,148362593
20232,3110867,국제신학대학원대학교(남서울중학교),35,195.0,63.0,0.0,0.0,0.0,52.0,151.0,55.0,0.0,0.0,0.0,0.0,50,148362593
20233,3110867,국제신학대학원대학교(남서울중학교),35,195.0,63.0,0.0,0.0,0.0,52.0,151.0,55.0,0.0,0.0,0.0,0.0,50,148362593
