기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
20221,A,골목상권,3110489,불광역 3번,2,,,,,,,,,,,,,,,,,,,
20214,A,골목상권,3110489,불광역 3번,2,,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3110489,불광역 3번,2,,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3110489,불광역 3번,2,,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3110489,불광역 3번,2,,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3110489,불광역 3번,2,,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3110490,녹번동근린공원,12,,,,,,,,,,,,1,,,,,,,5
20223,A,골목상권,3110490,녹번동근린공원,12,,,,,,,,,,,,1,,,,,,,5
20222,A,골목상권,3110490,녹번동근린공원,12,,,,,,,,,,,,1,,,,,,,5
20221,A,골목상권,3110490,녹번동근린공원,12,,,,,,,,,,,,1,,,,,,,5
20214,A,골목상권,3110490,녹번동근린공원,12,,,,,,,,,,,,1,,,,,,,5
20213,A,골목상권,3110490,녹번동근린공원,12,,,,,,,,,,,,1,,,,,,,5
20212,A,골목상권,3110490,녹번동근린공원,12,,,,,,,,,,,,1,,,,,,,5
20211,A,골목상권,3110490,녹번동근린공원,12,,,,,,,,,,,,1,,,,,,,5
20204,A,골목상권,3110490,녹번동근린공원,12,,,,,,,,,,,,1,,,,,,,5
20224,A,골목상권,3110475,백련산해모로아파트,10,,,,,1,,,,,,,,,,,,,,3
20223,A,골목상권,3110475,백련산해모로아파트,10,,,,,1,,,,,,,,,,,,,,3
20222,A,골목상권,3110475,백련산해모로아파트,10,,,,,1,,,,,,,,,,,,,,3
20221,A,골목상권,3110475,백련산해모로아파트,10,,,,,1,,,,,,,,,,,,,,3
20214,A,골목상권,3110475,백련산해모로아파트,10,,,,,1,,,,,,,,,,,,,,3
20213,A,골목상권,3110475,백련산해모로아파트,10,,,,,1,,,,,,,,,,,,,,3
20212,A,골목상권,3110475,백련산해모로아파트,10,,,,,1,,,,,,,,,,,,,,3
20211,A,골목상권,3110475,백련산해모로아파트,10,,,,,1,,,,,,,,,,,,,,3
20204,A,골목상권,3110475,백련산해모로아파트,10,,,,,1,,,,,,,,,,,,,,3
20224,A,골목상권,3110476,역촌역 2번,4,,,,,,,,,,,,,,,,,,,
20223,A,골목상권,3110476,역촌역 2번,4,,,,,,,,,,,,,,,,,,,
20222,A,골목상권,3110476,역촌역 2번,4,,,,,,,,,,,,,,,,,,,
20221,A,골목상권,3110476,역촌역 2번,4,,,,,,,,,,,,,,,,,,,
20214,A,골목상권,3110476,역촌역 2번,4,,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3110476,역촌역 2번,4,,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3110476,역촌역 2번,4,,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3110476,역촌역 2번,4,,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3110476,역촌역 2번,4,,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3110526,봉원사,16,,,,,,,,,,1,,,,,,,,,12
20223,A,골목상권,3110526,봉원사,16,,,,,,,,,,1,,,,,,,,,12
20222,A,골목상권,3110526,봉원사,16,,,,,,,,,,1,,,,,,,,,12
20221,A,골목상권,3110526,봉원사,16,,,,,,,,,,1,,,,,,,,,12
20214,A,골목상권,3110526,봉원사,16,,,,,,,,,,1,,,,,,,,,12
20213,A,골목상권,3110526,봉원사,16,,,,,,,,,,1,,,,,,,,,12
20212,A,골목상권,3110526,봉원사,16,,,,,,,,,,1,,,,,,,,,12
20211,A,골목상권,3110526,봉원사,16,,,,,,,,,,1,,,,,,,,,12
20204,A,골목상권,3110526,봉원사,16,,,,,,,,,,1,,,,,,,,,12
20224,A,골목상권,3110498,증산역 1번,6,,,,,,,,,,,,,,,,,,,
20223,A,골목상권,3110498,증산역 1번,6,,,,,,,,,,,,,,,,,,,
20222,A,골목상권,3110498,증산역 1번,6,,,,,,,,,,,,,,,,,,,
20221,A,골목상권,3110498,증산역 1번,6,,,,,,,,,,,,,,,,,,,
20214,A,골목상권,3110498,증산역 1번,6,,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3110498,증산역 1번,6,,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3110498,증산역 1번,6,,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3110498,증산역 1번,6,,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3110498,증산역 1번,6,,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3110499,연가초등학교,16,,,,,1,1,,,,,,,,,,,,,10
20223,A,골목상권,3110499,연가초등학교,16,,,,,1,1,,,,,,,,,,,,,10
20222,A,골목상권,3110499,연가초등학교,16,,,,,1,1,,,,,,,,,,,,,10
20221,A,골목상권,3110499,연가초등학교,16,,,,,1,1,,,,,,,,,,,,,10
20214,A,골목상권,3110499,연가초등학교,16,,,,,1,1,,,,,,,,,,,,,10
20213,A,골목상권,3110499,연가초등학교,16,,,,,1,1,,,,,,,,,,,,,10
20212,A,골목상권,3110499,연가초등학교,16,,,,,1,1,,,,,,,,,,,,,10
20211,A,골목상권,3110499,연가초등학교,16,,,,,1,1,,,,,,,,,,,,,10
20204,A,골목상권,3110499,연가초등학교,16,,,,,1,1,,,,,,,,,,,,,10
20224,A,골목상권,3110500,남가좌동현대아파트,8,,,,,2,,,,,,,,,,,,,,2
20223,A,골목상권,3110500,남가좌동현대아파트,8,,,,,2,,,,,,,,,,,,,,2
20222,A,골목상권,3110500,남가좌동현대아파트,8,,,,,2,,,,,,,,,,,,,,2
20221,A,골목상권,3110500,남가좌동현대아파트,8,,,,,2,,,,,,,,,,,,,,2
20214,A,골목상권,3110500,남가좌동현대아파트,8,,,,,2,,,,,,,,,,,,,,2
20213,A,골목상권,3110500,남가좌동현대아파트,8,,,,,2,,,,,,,,,,,,,,2
20212,A,골목상권,3110500,남가좌동현대아파트,8,,,,,2,,,,,,,,,,,,,,2
20211,A,골목상권,3110500,남가좌동현대아파트,8,,,,,2,,,,,,,,,,,,,,2
20204,A,골목상권,3110500,남가좌동현대아파트,8,,,,,2,,,,,,,,,,,,,,2
20224,A,골목상권,3110462,갈현건영아파트,23,1,,,,1,,,,,,,,,,,,,,13
20223,A,골목상권,3110462,갈현건영아파트,23,1,,,,1,,,,,,,,,,,,,,13
20222,A,골목상권,3110462,갈현건영아파트,23,1,,,,1,,,,,,,,,,,,,,13
20221,A,골목상권,3110462,갈현건영아파트,23,1,,,,1,,,,,,,,,,,,,,13
20214,A,골목상권,3110462,갈현건영아파트,23,1,,,,1,,,,,,,,,,,,,,13
20213,A,골목상권,3110462,갈현건영아파트,23,1,,,,1,,,,,,,,,,,,,,13
20212,A,골목상권,3110462,갈현건영아파트,23,1,,,,1,,,,,,,,,,,,,,13
20211,A,골목상권,3110462,갈현건영아파트,23,1,,,,1,,,,,,,,,,,,,,13
20204,A,골목상권,3110462,갈현건영아파트,23,1,,,,1,,,,,,,,,,,,,,13
20224,A,골목상권,3110463,응암3동주민센터,18,1,,,,3,,,,,,,,,,,,,,3
20223,A,골목상권,3110463,응암3동주민센터,18,1,,,,3,,,,,,,,,,,,,,3
20222,A,골목상권,3110463,응암3동주민센터,18,1,,,,3,,,,,,,,,,,,,,3
20221,A,골목상권,3110463,응암3동주민센터,18,1,,,,3,,,,,,,,,,,,,,3
20214,A,골목상권,3110463,응암3동주민센터,18,1,,,,3,,,,,,,,,,,,,,3
20213,A,골목상권,3110463,응암3동주민센터,18,1,,,,3,,,,,,,,,,,,,,3
20212,A,골목상권,3110463,응암3동주민센터,18,1,,,,3,,,,,,,,,,,,,,3
20211,A,골목상권,3110463,응암3동주민센터,18,1,,,,3,,,,,,,,,,,,,,3
20204,A,골목상권,3110463,응암3동주민센터,18,1,,,,3,,,,,,,,,,,,,,3
20224,A,골목상권,3110464,연신내역 5번,13,1,,,,,1,,,,,,,,,,,,,3
20223,A,골목상권,3110464,연신내역 5번,13,1,,,,,1,,,,,,,,,,,,,3
20222,A,골목상권,3110464,연신내역 5번,13,1,,,,,1,,,,,,,,,,,,,3
20221,A,골목상권,3110464,연신내역 5번,13,1,,,,,1,,,,,,,,,,,,,3
20214,A,골목상권,3110464,연신내역 5번,13,1,,,,,1,,,,,,,,,,,,,3
20213,A,골목상권,3110464,연신내역 5번,13,1,,,,,1,,,,,,,,,,,,,3
20212,A,골목상권,3110464,연신내역 5번,13,1,,,,,1,,,,,,,,,,,,,3
20211,A,골목상권,3110464,연신내역 5번,13,1,,,,,1,,,,,,,,,,,,,3
20204,A,골목상권,3110464,연신내역 5번,13,1,,,,,1,,,,,,,,,,,,,3
20224,A,골목상권,3110540,망원나들목체육관,5,,,,,,,,,,,,,,,,,,,2
20223,A,골목상권,3110540,망원나들목체육관,5,,,,,,,,,,,,,,,,,,,2
20222,A,골목상권,3110540,망원나들목체육관,5,,,,,,,,,,,,,,,,,,,2
20221,A,골목상권,3110540,망원나들목체육관,5,,,,,,,,,,,,,,,,,,,2
20214,A,골목상권,3110540,망원나들목체육관,5,,,,,,,,,,,,,,,,,,,2
20213,A,골목상권,3110540,망원나들목체육관,5,,,,,,,,,,,,,,,,,,,2
20212,A,골목상권,3110540,망원나들목체육관,5,,,,,,,,,,,,,,,,,,,2
20211,A,골목상권,3110540,망원나들목체육관,5,,,,,,,,,,,,,,,,,,,2
20204,A,골목상권,3110540,망원나들목체육관,5,,,,,,,,,,,,,,,,,,,2
20224,A,골목상권,3110541,동교초등학교,16,1,,,,,,,,,,,,,,,,,,12
20223,A,골목상권,3110541,동교초등학교,16,1,,,,,,,,,,,,,,,,,,12
20222,A,골목상권,3110541,동교초등학교,16,1,,,,,,,,,,,,,,,,,,12
20221,A,골목상권,3110541,동교초등학교,16,1,,,,,,,,,,,,,,,,,,12
20214,A,골목상권,3110541,동교초등학교,16,1,,,,,,,,,,,,,,,,,,12
20213,A,골목상권,3110541,동교초등학교,16,1,,,,,,,,,,,,,,,,,,12
20212,A,골목상권,3110541,동교초등학교,16,1,,,,,,,,,,,,,,,,,,12
20211,A,골목상권,3110541,동교초등학교,16,1,,,,,,,,,,,,,,,,,,12
20204,A,골목상권,3110541,동교초등학교,16,1,,,,,,,,,,,,,,,,,,12
20224,A,골목상권,3110527,홍제역 2번,3,,,,1,,,,,,,,,,,,,,,1
20223,A,골목상권,3110527,홍제역 2번,3,,,,1,,,,,,,,,,,,,,,1
20222,A,골목상권,3110527,홍제역 2번,3,,,,1,,,,,,,,,,,,,,,1
20221,A,골목상권,3110527,홍제역 2번,3,,,,1,,,,,,,,,,,,,,,1
20214,A,골목상권,3110527,홍제역 2번,3,,,,1,,,,,,,,,,,,,,,1
20213,A,골목상권,3110527,홍제역 2번,3,,,,1,,,,,,,,,,,,,,,1
20212,A,골목상권,3110527,홍제역 2번,3,,,,1,,,,,,,,,,,,,,,1
20211,A,골목상권,3110527,홍제역 2번,3,,,,1,,,,,,,,,,,,,,,1
20204,A,골목상권,3110527,홍제역 2번,3,,,,1,,,,,,,,,,,,,,,1
20224,A,골목상권,3110528,서울여자간호대학교,12,1,,,,,,,,,,,,,1,,,,,5
20223,A,골목상권,3110528,서울여자간호대학교,12,1,,,,,,,,,,,,,1,,,,,5
20222,A,골목상권,3110528,서울여자간호대학교,12,1,,,,,,,,,,,,,1,,,,,5
20221,A,골목상권,3110528,서울여자간호대학교,12,1,,,,,,,,,,,,,1,,,,,5
20214,A,골목상권,3110528,서울여자간호대학교,12,1,,,,,,,,,,,,,1,,,,,5
20213,A,골목상권,3110528,서울여자간호대학교,12,1,,,,,,,,,,,,,1,,,,,5
20212,A,골목상권,3110528,서울여자간호대학교,12,1,,,,,,,,,,,,,1,,,,,5
20211,A,골목상권,3110528,서울여자간호대학교,12,1,,,,,,,,,,,,,1,,,,,5
20204,A,골목상권,3110528,서울여자간호대학교,12,1,,,,,,,,,,,,,1,,,,,5
20224,A,골목상권,3110573,신촌역 6번,1,,,,,,,,,,,,,,,,,,,
20223,A,골목상권,3110573,신촌역 6번,1,,,,,,,,,,,,,,,,,,,
20222,A,골목상권,3110573,신촌역 6번,1,,,,,,,,,,,,,,,,,,,
20221,A,골목상권,3110573,신촌역 6번,1,,,,,,,,,,,,,,,,,,,
20214,A,골목상권,3110573,신촌역 6번,1,,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3110573,신촌역 6번,1,,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3110573,신촌역 6번,1,,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3110573,신촌역 6번,1,,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3110573,신촌역 6번,1,,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3110574,서강대학교,6,,,,,,,,,,1,,,,,,,,,1
20223,A,골목상권,3110574,서강대학교,6,,,,,,,,,,1,,,,,,,,,1
20222,A,골목상권,3110574,서강대학교,6,,,,,,,,,,1,,,,,,,,,1
20221,A,골목상권,3110574,서강대학교,6,,,,,,,,,,1,,,,,,,,,1
20214,A,골목상권,3110574,서강대학교,6,,,,,,,,,,1,,,,,,,,,1
20213,A,골목상권,3110574,서강대학교,6,,,,,,,,,,1,,,,,,,,,1
20212,A,골목상권,3110574,서강대학교,6,,,,,,,,,,1,,,,,,,,,1
20211,A,골목상권,3110574,서강대학교,6,,,,,,,,,,1,,,,,,,,,1
20204,A,골목상권,3110574,서강대학교,6,,,,,,,,,,1,,,,,,,,,1
20224,A,골목상권,3110549,새터산,17,,,,,2,1,,,,,,,,,,,,,5
20223,A,골목상권,3110549,새터산,17,,,,,2,1,,,,,,,,,,,,,5
20222,A,골목상권,3110549,새터산,17,,,,,2,1,,,,,,,,,,,,,5
20221,A,골목상권,3110549,새터산,17,,,,,2,1,,,,,,,,,,,,,5
20214,A,골목상권,3110549,새터산,17,,,,,2,1,,,,,,,,,,,,,5
20213,A,골목상권,3110549,새터산,17,,,,,2,1,,,,,,,,,,,,,5
20212,A,골목상권,3110549,새터산,17,,,,,2,1,,,,,,,,,,,,,5
20211,A,골목상권,3110549,새터산,17,,,,,2,1,,,,,,,,,,,,,5
20204,A,골목상권,3110549,새터산,17,,,,,2,1,,,,,,,,,,,,,5
20224,A,골목상권,3110550,합정역 8번,20,,,,,1,,,,,,,,,,,,,,6
20223,A,골목상권,3110550,합정역 8번,20,,,,,1,,,,,,,,,,,,,,6
20222,A,골목상권,3110550,합정역 8번,20,,,,,1,,,,,,,,,,,,,,6
20221,A,골목상권,3110550,합정역 8번,20,,,,,1,,,,,,,,,,,,,,6
20214,A,골목상권,3110550,합정역 8번,20,,,,,1,,,,,,,,,,,,,,6
20213,A,골목상권,3110550,합정역 8번,20,,,,,1,,,,,,,,,,,,,,6
20212,A,골목상권,3110550,합정역 8번,20,,,,,1,,,,,,,,,,,,,,6
20211,A,골목상권,3110550,합정역 8번,20,,,,,1,,,,,,,,,,,,,,6
20204,A,골목상권,3110550,합정역 8번,20,,,,,1,,,,,,,,,,,,,,6
20224,A,골목상권,3111079,둔촌고등학교(둔촌중학교),6,,,,,3,,,,,,,,,,,,,,
20223,A,골목상권,3111079,둔촌고등학교(둔촌중학교),6,,,,,3,,,,,,,,,,,,,,
20222,A,골목상권,3111079,둔촌고등학교(둔촌중학교),6,,,,,3,,,,,,,,,,,,,,
20221,A,골목상권,3111079,둔촌고등학교(둔촌중학교),6,,,,,3,,,,,,,,,,,,,,
20214,A,골목상권,3111079,둔촌고등학교(둔촌중학교),6,,,,,3,,,,,,,,,,,,,,
20213,A,골목상권,3111079,둔촌고등학교(둔촌중학교),6,,,,,3,,,,,,,,,,,,,,
20212,A,골목상권,3111079,둔촌고등학교(둔촌중학교),6,,,,,3,,,,,,,,,,,,,,
20211,A,골목상권,3111079,둔촌고등학교(둔촌중학교),6,,,,,3,,,,,,,,,,,,,,
20204,A,골목상권,3111079,둔촌고등학교(둔촌중학교),6,,,,,3,,,,,,,,,,,,,,
20224,A,골목상권,3111080,굽은다리역 3번,14,1,,,1,1,,,,,,,,,,,,,,
20223,A,골목상권,3111080,굽은다리역 3번,14,1,,,1,1,,,,,,,,,,,,,,
20222,A,골목상권,3111080,굽은다리역 3번,14,1,,,1,1,,,,,,,,,,,,,,
20221,A,골목상권,3111080,굽은다리역 3번,14,1,,,1,1,,,,,,,,,,,,,,
20214,A,골목상권,3111080,굽은다리역 3번,14,1,,,1,1,,,,,,,,,,,,,,
20213,A,골목상권,3111080,굽은다리역 3번,14,1,,,1,1,,,,,,,,,,,,,,
20212,A,골목상권,3111080,굽은다리역 3번,14,1,,,1,1,,,,,,,,,,,,,,
20211,A,골목상권,3111080,굽은다리역 3번,14,1,,,1,1,,,,,,,,,,,,,,
20204,A,골목상권,3111080,굽은다리역 3번,14,1,,,1,1,,,,,,,,,,,,,,
20224,A,골목상권,3111081,둔촌푸르지오아파트,7,,1,,,,,,,,,,,,,,,,,2
20223,A,골목상권,3111081,둔촌푸르지오아파트,7,,1,,,,,,,,,,,,,,,,,2
20222,A,골목상권,3111081,둔촌푸르지오아파트,7,,1,,,,,,,,,,,,,,,,,2
20221,A,골목상권,3111081,둔촌푸르지오아파트,7,,1,,,,,,,,,,,,,,,,,2
20214,A,골목상권,3111081,둔촌푸르지오아파트,7,,1,,,,,,,,,,,,,,,,,2
20213,A,골목상권,3111081,둔촌푸르지오아파트,7,,1,,,,,,,,,,,,,,,,,2
20212,A,골목상권,3111081,둔촌푸르지오아파트,7,,1,,,,,,,,,,,,,,,,,2
20211,A,골목상권,3111081,둔촌푸르지오아파트,7,,1,,,,,,,,,,,,,,,,,2
20204,A,골목상권,3111081,둔촌푸르지오아파트,7,,1,,,,,,,,,,,,,,,,,2
20224,A,골목상권,3111082,중앙보훈병원,1,,,,,,,,,,,,,,,,,,,
20223,A,골목상권,3111082,중앙보훈병원,1,,,,,,,,,,,,,,,,,,,
20222,A,골목상권,3111082,중앙보훈병원,1,,,,,,,,,,,,,,,,,,,
20221,A,골목상권,3111082,중앙보훈병원,1,,,,,,,,,,,,,,,,,,,
20214,A,골목상권,3111082,중앙보훈병원,1,,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3111082,중앙보훈병원,1,,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3111082,중앙보훈병원,1,,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3111082,중앙보훈병원,1,,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3111082,중앙보훈병원,1,,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3111083,GS강동자이아파트,10,1,,,,,,,,,,,,,,,,,,3
20223,A,골목상권,3111083,GS강동자이아파트,10,1,,,,,,,,,,,,,,,,,,3
20222,A,골목상권,3111083,GS강동자이아파트,10,1,,,,,,,,,,,,,,,,,,3
20221,A,골목상권,3111083,GS강동자이아파트,10,1,,,,,,,,,,,,,,,,,,3
20214,A,골목상권,3111083,GS강동자이아파트,10,1,,,,,,,,,,,,,,,,,,3
20213,A,골목상권,3111083,GS강동자이아파트,10,1,,,,,,,,,,,,,,,,,,3
20212,A,골목상권,3111083,GS강동자이아파트,10,1,,,,,,,,,,,,,,,,,,3
20211,A,골목상권,3111083,GS강동자이아파트,10,1,,,,,,,,,,,,,,,,,,3
20204,A,골목상권,3111083,GS강동자이아파트,10,1,,,,,,,,,,,,,,,,,,3
20224,A,골목상권,3110593,신월3동주민센터,22,2,1,,,4,,,,,,,,,,,,,,1
20223,A,골목상권,3110593,신월3동주민센터,22,2,1,,,4,,,,,,,,,,,,,,1
20222,A,골목상권,3110593,신월3동주민센터,22,2,1,,,4,,,,,,,,,,,,,,1
20221,A,골목상권,3110593,신월3동주민센터,22,2,1,,,4,,,,,,,,,,,,,,1
20214,A,골목상권,3110593,신월3동주민센터,22,2,1,,,4,,,,,,,,,,,,,,1
20213,A,골목상권,3110593,신월3동주민센터,22,2,1,,,4,,,,,,,,,,,,,,1
20212,A,골목상권,3110593,신월3동주민센터,22,2,1,,,4,,,,,,,,,,,,,,1
20211,A,골목상권,3110593,신월3동주민센터,22,2,1,,,4,,,,,,,,,,,,,,1
20204,A,골목상권,3110593,신월3동주민센터,22,2,1,,,4,,,,,,,,,,,,,,1
20224,A,골목상권,3110594,신월중학교,11,,,,,1,,,,,,,,,,,,,,2
20223,A,골목상권,3110594,신월중학교,11,,,,,1,,,,,,,,,,,,,,2
20222,A,골목상권,3110594,신월중학교,11,,,,,1,,,,,,,,,,,,,,2
20221,A,골목상권,3110594,신월중학교,11,,,,,1,,,,,,,,,,,,,,2
20214,A,골목상권,3110594,신월중학교,11,,,,,1,,,,,,,,,,,,,,2
20213,A,골목상권,3110594,신월중학교,11,,,,,1,,,,,,,,,,,,,,2
20212,A,골목상권,3110594,신월중학교,11,,,,,1,,,,,,,,,,,,,,2
20211,A,골목상권,3110594,신월중학교,11,,,,,1,,,,,,,,,,,,,,2
20204,A,골목상권,3110594,신월중학교,11,,,,,1,,,,,,,,,,,,,,2
20224,A,골목상권,3110595,메디힐병원,24,3,,,1,2,,,,,,,,,,,,,,5
20223,A,골목상권,3110595,메디힐병원,24,3,,,1,2,,,,,,,,,,,,,,5
20222,A,골목상권,3110595,메디힐병원,24,3,,,1,2,,,,,,,,,,,,,,5
20221,A,골목상권,3110595,메디힐병원,24,3,,,1,2,,,,,,,,,,,,,,5
20214,A,골목상권,3110595,메디힐병원,24,3,,,1,2,,,,,,,,,,,,,,5
20213,A,골목상권,3110595,메디힐병원,24,3,,,1,2,,,,,,,,,,,,,,5
20212,A,골목상권,3110595,메디힐병원,24,3,,,1,2,,,,,,,,,,,,,,5
20211,A,골목상권,3110595,메디힐병원,24,3,,,1,2,,,,,,,,,,,,,,5
20204,A,골목상권,3110595,메디힐병원,24,3,,,1,2,,,,,,,,,,,,,,5
20224,A,골목상권,3110443,수색역 1번,2,,,,,,,,,,,,,,,,,,,
20223,A,골목상권,3110443,수색역 1번,2,,,,,,,,,,,,,,,,,,,
20222,A,골목상권,3110443,수색역 1번,2,,,,,,,,,,,,,,,,,,,
20221,A,골목상권,3110443,수색역 1번,2,,,,,,,,,,,,,,,,,,,
20214,A,골목상권,3110443,수색역 1번,2,,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3110443,수색역 1번,2,,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3110443,수색역 1번,2,,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3110443,수색역 1번,2,,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3110443,수색역 1번,2,,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3110575,대흥동주민센터,7,1,,,,,,,,,,,,,,,,,,2
20223,A,골목상권,3110575,대흥동주민센터,7,1,,,,,,,,,,,,,,,,,,2
20222,A,골목상권,3110575,대흥동주민센터,7,1,,,,,,,,,,,,,,,,,,2
20221,A,골목상권,3110575,대흥동주민센터,7,1,,,,,,,,,,,,,,,,,,2
20214,A,골목상권,3110575,대흥동주민센터,7,1,,,,,,,,,,,,,,,,,,2
20213,A,골목상권,3110575,대흥동주민센터,7,1,,,,,,,,,,,,,,,,,,2
20212,A,골목상권,3110575,대흥동주민센터,7,1,,,,,,,,,,,,,,,,,,2
20211,A,골목상권,3110575,대흥동주민센터,7,1,,,,,,,,,,,,,,,,,,2
20204,A,골목상권,3110575,대흥동주민센터,7,1,,,,,,,,,,,,,,,,,,2
20224,A,골목상권,3110576,대흥역 3번,11,,1,,,2,,,,,,,,,,,,,1,4
20223,A,골목상권,3110576,대흥역 3번,11,,1,,,2,,,,,,,,,,,,,1,4
20222,A,골목상권,3110576,대흥역 3번,11,,1,,,2,,,,,,,,,,,,,1,4
20221,A,골목상권,3110576,대흥역 3번,11,,1,,,2,,,,,,,,,,,,,1,4
20214,A,골목상권,3110576,대흥역 3번,11,,1,,,2,,,,,,,,,,,,,1,4
20213,A,골목상권,3110576,대흥역 3번,11,,1,,,2,,,,,,,,,,,,,1,4
20212,A,골목상권,3110576,대흥역 3번,11,,1,,,2,,,,,,,,,,,,,1,4
20211,A,골목상권,3110576,대흥역 3번,11,,1,,,2,,,,,,,,,,,,,1,4
20204,A,골목상권,3110576,대흥역 3번,11,,1,,,2,,,,,,,,,,,,,1,4
20224,A,골목상권,3110426,상계2동주민센터,30,1,,,,2,1,,,,,,,,,,,,,4
20223,A,골목상권,3110426,상계2동주민센터,30,1,,,,2,1,,,,,,,,,,,,,4
20222,A,골목상권,3110426,상계2동주민센터,30,1,,,,2,1,,,,,,,,,,,,,4
20221,A,골목상권,3110426,상계2동주민센터,30,1,,,,2,1,,,,,,,,,,,,,4
20214,A,골목상권,3110426,상계2동주민센터,30,1,,,,2,1,,,,,,,,,,,,,4
20213,A,골목상권,3110426,상계2동주민센터,30,1,,,,2,1,,,,,,,,,,,,,4
20212,A,골목상권,3110426,상계2동주민센터,30,1,,,,2,1,,,,,,,,,,,,,4
20211,A,골목상권,3110426,상계2동주민센터,30,1,,,,2,1,,,,,,,,,,,,,4
20204,A,골목상권,3110426,상계2동주민센터,30,1,,,,2,1,,,,,,,,,,,,,4
20224,A,골목상권,3110405,방학역 1번,27,,1,,,4,,,,,,,,,,,,,,4
20223,A,골목상권,3110405,방학역 1번,27,,1,,,4,,,,,,,,,,,,,,4
20222,A,골목상권,3110405,방학역 1번,27,,1,,,4,,,,,,,,,,,,,,4
20221,A,골목상권,3110405,방학역 1번,27,,1,,,4,,,,,,,,,,,,,,4
20214,A,골목상권,3110405,방학역 1번,27,,1,,,4,,,,,,,,,,,,,,4
20213,A,골목상권,3110405,방학역 1번,27,,1,,,4,,,,,,,,,,,,,,4
20212,A,골목상권,3110405,방학역 1번,27,,1,,,4,,,,,,,,,,,,,,4
20211,A,골목상권,3110405,방학역 1번,27,,1,,,4,,,,,,,,,,,,,,4
20204,A,골목상권,3110405,방학역 1번,27,,1,,,4,,,,,,,,,,,,,,4
20224,A,골목상권,3110452,새절역 3번,26,,,,,1,,,,,,,,,,,,,1,11
20223,A,골목상권,3110452,새절역 3번,26,,,,,1,,,,,,,,,,,,,1,11
20222,A,골목상권,3110452,새절역 3번,26,,,,,1,,,,,,,,,,,,,1,11
20221,A,골목상권,3110452,새절역 3번,26,,,,,1,,,,,,,,,,,,,1,11
20214,A,골목상권,3110452,새절역 3번,26,,,,,1,,,,,,,,,,,,,1,11
20213,A,골목상권,3110452,새절역 3번,26,,,,,1,,,,,,,,,,,,,1,11
20212,A,골목상권,3110452,새절역 3번,26,,,,,1,,,,,,,,,,,,,1,11
20211,A,골목상권,3110452,새절역 3번,26,,,,,1,,,,,,,,,,,,,1,11
20204,A,골목상권,3110452,새절역 3번,26,,,,,1,,,,,,,,,,,,,1,11
20224,A,골목상권,3110557,홍대부속여중고앞,16,,,,,2,,,,,,,,,,,,,,7
20223,A,골목상권,3110557,홍대부속여중고앞,16,,,,,2,,,,,,,,,,,,,,7
20222,A,골목상권,3110557,홍대부속여중고앞,16,,,,,2,,,,,,,,,,,,,,7
20221,A,골목상권,3110557,홍대부속여중고앞,16,,,,,2,,,,,,,,,,,,,,7
20214,A,골목상권,3110557,홍대부속여중고앞,16,,,,,2,,,,,,,,,,,,,,7
20213,A,골목상권,3110557,홍대부속여중고앞,16,,,,,2,,,,,,,,,,,,,,7
20212,A,골목상권,3110557,홍대부속여중고앞,16,,,,,2,,,,,,,,,,,,,,7
20211,A,골목상권,3110557,홍대부속여중고앞,16,,,,,2,,,,,,,,,,,,,,7
20204,A,골목상권,3110557,홍대부속여중고앞,16,,,,,2,,,,,,,,,,,,,,7
