기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수
20233,A,골목상권,3110106,금북초등학교,1081,541,540,103,125,157,140,179,377,56,76,73,75,79,182,47,49,84,65,100,195,407,0,407
20233,A,골목상권,3110107,금호사거리,269,137,132,22,22,44,42,34,105,14,8,24,23,22,46,8,14,20,19,12,59,132,0,132
20233,A,골목상권,3110108,성동구립금호도서관,3,1,2,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
20233,A,골목상권,3110109,금호삼성래미안아파트,503,259,244,32,59,57,74,88,193,15,35,31,44,48,86,17,24,26,30,40,107,242,0,242
20233,A,골목상권,3110110,상왕십리역 6번,2125,1045,1080,140,212,432,357,332,652,75,111,198,196,165,300,65,101,234,161,167,352,1159,0,1159
20233,A,골목상권,3110111,대현산장미원,1594,799,795,160,173,182,257,273,549,81,86,99,146,139,248,79,87,83,111,134,301,617,0,617
20233,A,골목상권,3110112,행당역 2번,2881,1365,1516,275,393,460,427,509,817,126,200,229,209,228,373,149,193,231,218,281,444,1348,0,1348
20233,A,골목상권,3110113,응봉산,1614,788,826,181,206,196,240,281,510,109,106,96,119,130,228,72,100,100,121,151,282,633,0,633
20233,A,골목상권,3110114,왕십리파출소,769,379,390,93,83,113,141,128,211,47,46,57,74,66,89,46,37,56,67,62,122,372,0,372
20233,A,골목상권,3110115,상왕십리역 3번,2074,1046,1028,162,262,431,277,381,561,90,143,209,144,201,259,72,119,222,133,180,302,1116,0,1116
20233,A,골목상권,3110116,청계천박물관,2169,1108,1061,198,279,283,275,438,696,116,148,158,136,216,334,82,131,125,139,222,362,948,0,948
20233,A,골목상권,3110117,성동구보건소,1620,819,801,135,197,269,214,288,517,70,118,128,122,145,236,65,79,141,92,143,281,795,0,795
20233,A,골목상권,3110118,왕십리역 9번,1163,614,549,81,106,206,156,203,411,41,60,125,80,108,200,40,46,81,76,95,211,694,0,694
20233,A,골목상권,3110119,마장지하차도,268,139,129,13,24,45,43,42,101,5,12,23,25,25,49,8,12,22,18,17,52,147,0,147
20233,A,골목상권,3110120,서울숲카페거리,1198,621,577,121,139,225,199,175,339,69,80,122,108,87,155,52,59,103,91,88,184,432,0,432
20233,A,골목상권,3110121,한양대역 4번,712,413,299,34,186,246,56,63,127,15,89,183,37,36,53,19,97,63,19,27,74,771,0,771
20233,A,골목상권,3110122,마장역 2번,706,359,347,100,93,114,101,117,181,51,49,57,50,58,94,49,44,57,51,59,87,365,0,365
20233,A,골목상권,3110123,마장역 3번,2880,1460,1420,219,314,426,377,478,1066,115,162,219,203,254,507,104,152,207,174,224,559,1611,0,1611
20233,A,골목상권,3110124,뚝섬역교차로,825,444,381,48,77,175,109,115,301,27,44,98,56,64,155,21,33,77,53,51,146,512,0,512
20233,A,골목상권,3110125,사근동살곶이상점가,4154,2274,1880,278,714,1018,458,525,1161,142,384,703,255,259,531,136,330,315,203,266,630,2833,0,2833
20233,A,골목상권,3110126,서울숲역 1번,543,265,278,47,67,99,77,93,160,28,34,51,41,37,74,19,33,48,36,56,86,316,0,316
20233,A,골목상권,3110127,성수1가1동주민센터,942,484,458,57,53,282,193,143,214,30,24,134,100,85,111,27,29,148,93,58,103,715,0,715
20233,A,골목상권,3110128,성원중학교,8370,4430,3940,702,1043,1194,1172,1695,2564,370,546,659,638,922,1295,332,497,535,534,773,1269,4002,0,4002
20233,A,골목상권,3110129,성원어린이공원,1687,836,851,168,148,335,342,270,424,88,75,168,180,130,195,80,73,167,162,140,229,833,0,833
20233,A,골목상권,3110130,답십리역 6번,2008,1016,992,144,233,286,289,360,696,76,106,146,164,189,335,68,127,140,125,171,361,627,0,627
20233,A,골목상권,3110131,성수동카페거리,2841,1538,1303,247,277,584,434,458,841,129,140,312,244,261,452,118,137,272,190,197,389,1526,0,1526
20233,A,골목상권,3110132,성수2가3동주민센터,1918,1011,907,129,161,375,286,308,659,68,85,189,160,170,339,61,76,186,126,138,320,1318,0,1318
20233,A,골목상권,3110133,서울교통공사,1527,819,708,132,140,209,248,319,479,63,68,113,140,185,250,69,72,96,108,134,229,977,0,977
20233,A,골목상권,3110134,성수119안전센터,6354,3316,3038,611,594,974,1021,1086,2068,314,317,512,541,589,1043,297,277,462,480,497,1025,2888,0,2888
20233,A,골목상권,3110135,성동세무서,1108,596,512,95,90,229,195,181,318,51,46,131,104,107,157,44,44,98,91,74,161,657,0,657
20233,A,골목상권,3110136,경수초등학교,2695,1404,1291,295,255,400,423,447,875,140,135,212,230,242,445,155,120,188,193,205,430,1203,0,1203
20233,A,골목상권,3110137,성수초등학교,1666,903,763,214,135,339,373,226,379,107,70,174,221,132,199,107,65,165,152,94,180,920,0,920
20233,A,골목상권,3110138,송정체육공원,3537,1903,1634,271,385,568,470,680,1163,136,218,305,262,381,601,135,167,263,208,299,562,1973,0,1973
20233,A,골목상권,3110139,자양4동주민센터,5586,2830,2756,358,523,800,823,1049,2033,155,271,415,443,568,978,203,252,385,380,481,1055,3040,0,3040
20233,A,골목상권,3110140,건대입구역 6번,5668,2843,2825,400,556,1062,865,950,1835,204,275,544,470,501,849,196,281,518,395,449,986,2848,0,2848
20233,A,골목상권,3110141,건대입구역 1번,3006,1430,1576,166,347,1072,455,335,631,82,127,504,251,170,296,84,220,568,204,165,335,2208,0,2208
20233,A,골목상권,3110142,화양사거리,5301,2606,2695,230,792,2113,735,543,888,111,314,1071,390,297,423,119,478,1042,345,246,465,4850,0,4850
20233,A,골목상권,3110143,뚝섬유원지역 1번,140,74,66,20,19,13,13,36,39,9,12,5,6,22,20,11,7,8,7,14,19,49,0,49
20233,A,골목상권,3110144,어린이대공원역 4번,2006,981,1025,71,281,664,254,239,497,32,107,333,134,152,223,39,174,331,120,87,274,1732,0,1732
20233,A,골목상권,3110145,장안초등학교,635,303,332,57,59,157,96,92,174,26,27,81,52,40,77,31,32,76,44,52,97,308,0,308
20233,A,골목상권,3110146,신자초등학교,4081,2073,2008,459,462,599,629,707,1225,217,257,324,331,349,595,242,205,275,298,358,630,1853,0,1853
20233,A,골목상권,3110147,능동우편취급국,6391,3243,3148,648,676,1432,1102,879,1654,348,350,743,599,431,772,300,326,689,503,448,882,3407,0,3407
20233,A,골목상권,3110148,어린이대공원역 3번,1427,737,690,72,213,379,186,196,381,39,113,218,95,101,171,33,100,161,91,95,210,1068,0,1068
20233,A,골목상권,3110149,세종대학교,923,410,513,72,127,264,148,129,183,37,48,112,66,63,84,35,79,152,82,66,99,598,0,598
20233,A,골목상권,3110150,중곡1동 마을마당,5846,2926,2920,514,468,1189,999,896,1780,259,262,568,533,460,844,255,206,621,466,436,936,3330,0,3330
20233,A,골목상권,3110151,자양한강도서관,4707,2315,2392,515,519,750,870,780,1273,266,276,366,441,385,581,249,243,384,429,395,692,2312,0,2312
20233,A,골목상권,3110152,중곡어린이공원,2070,1067,1003,229,215,359,322,364,581,123,108,191,171,201,273,106,107,168,151,163,308,996,0,996
20233,A,골목상권,3110153,중곡1동주민센터,2407,1168,1239,245,235,516,467,329,615,126,106,255,246,145,290,119,129,261,221,184,325,1412,0,1412
20233,A,골목상권,3110154,광진정말공원,4782,2336,2446,519,528,794,796,765,1380,294,250,394,405,384,609,225,278,400,391,381,771,2148,0,2148
20233,A,골목상권,3110155,광진구청,3905,1939,1966,342,490,728,635,666,1044,177,248,378,326,317,493,165,242,350,309,349,551,2111,0,2111
20233,A,골목상권,3110156,군자역 5번,6196,2946,3250,617,514,1552,1214,763,1536,321,260,675,632,373,685,296,254,877,582,390,851,3544,0,3544
20233,A,골목상권,3110157,자양동우체국,5967,2977,2990,780,746,930,1044,1009,1458,418,417,455,504,504,679,362,329,475,540,505,779,2602,0,2602
20233,A,골목상권,3110158,중곡3동주민센터,7012,3495,3517,687,741,1100,1088,1241,2155,359,371,573,582,614,996,328,370,527,506,627,1159,3649,0,3649
20233,A,골목상권,3110159,구의역 4번,9198,4495,4703,819,967,1742,1508,1479,2683,404,502,847,787,712,1243,415,465,895,721,767,1440,4855,0,4855
20233,A,골목상권,3110160,광진경찰서,1905,915,990,195,260,335,333,327,455,99,124,171,155,152,214,96,136,164,178,175,241,944,0,944
20233,A,골목상권,3110161,중곡역 3번,5088,2512,2576,501,589,848,754,896,1500,254,309,424,402,433,690,247,280,424,352,463,810,2469,0,2469
20233,A,골목상권,3110162,군자역 4번,4032,1934,2098,539,440,744,705,618,986,273,239,339,323,308,452,266,201,405,382,310,534,1665,0,1665
20233,A,골목상권,3110163,성자초등학교,2989,1434,1555,410,341,449,590,469,730,186,169,219,310,217,333,224,172,230,280,252,397,1278,0,1278
20233,A,골목상권,3110164,아차산역 5번,3100,1474,1626,320,283,755,607,406,729,175,140,335,308,190,326,145,143,420,299,216,403,1755,0,1755
20233,A,골목상권,3110165,국립정신건강센터,4490,2211,2279,462,577,756,682,799,1214,230,302,389,356,360,574,232,275,367,326,439,640,1913,0,1913
20233,A,골목상권,3110166,구의1동주민센터,6518,3073,3445,500,705,1479,1165,1005,1664,256,336,672,577,488,744,244,369,807,588,517,920,3508,0,3508
20233,A,골목상권,3110167,용마초등학교,6898,3400,3498,830,757,1229,1152,1140,1790,427,399,627,585,535,827,403,358,602,567,605,963,3155,0,3155
20233,A,골목상권,3110168,대원고등학교,2608,1281,1327,314,445,338,389,536,586,157,227,176,190,252,279,157,218,162,199,284,307,1104,0,1104
20233,A,골목상권,3110169,성동초등학교,2355,1188,1167,199,266,448,380,369,693,116,138,233,204,167,330,83,128,215,176,202,363,1360,0,1360
20233,A,골목상권,3110170,동대부여고,6314,3055,3259,500,628,1334,1168,968,1716,254,321,662,587,482,749,246,307,672,581,486,967,3367,0,3367
20233,A,골목상권,3110171,중곡4동주민센터,2691,1316,1375,230,339,361,351,524,886,122,180,184,186,254,390,108,159,177,165,270,496,1190,0,1190
20233,A,골목상권,3110172,광진초등학교,3768,1834,1934,437,436,554,606,644,1091,229,224,257,312,322,490,208,212,297,294,322,601,1960,0,1960
20233,A,골목상권,3110173,구남초등학교,1446,686,760,130,177,260,211,225,443,74,81,124,102,100,205,56,96,136,109,125,238,716,0,716
20233,A,골목상권,3110174,아차산역 1번,5080,2472,2608,608,551,757,820,823,1521,312,282,358,417,390,713,296,269,399,403,433,808,2047,0,2047
20233,A,골목상권,3110175,푸른동산공원,4810,2314,2496,571,515,910,887,744,1183,292,252,435,463,337,535,279,263,475,424,407,648,2478,0,2478
20233,A,골목상권,3110176,해오름공원,6416,3169,3247,616,711,1021,950,1112,2006,331,351,526,518,563,880,285,360,495,432,549,1126,2913,0,2913
20233,A,골목상권,3110177,동의초등학교,1692,842,850,196,189,187,302,274,544,99,115,88,154,146,240,97,74,99,148,128,304,661,0,661
20233,A,골목상권,3110178,장로회신학대학교,1265,595,670,146,144,202,178,199,396,68,69,98,84,101,175,78,75,104,94,98,221,559,0,559
20233,A,골목상권,3110179,광나루역 1번,788,389,399,78,105,125,125,134,221,45,56,66,59,63,100,33,49,59,66,71,121,580,0,580
20233,A,골목상권,3110180,광진정보도서관,1113,567,546,128,123,181,174,197,310,70,71,91,85,96,154,58,52,90,89,101,156,618,0,618
20233,A,골목상권,3110181,신설동역 9번,593,330,263,71,56,94,102,106,164,36,37,55,50,65,87,35,19,39,52,41,77,1033,0,1033
20233,A,골목상권,3110182,용두희망어린이공원,941,546,395,61,145,321,135,104,175,30,81,221,75,57,82,31,64,100,60,47,93,700,0,700
20233,A,골목상권,3110183,한국의류시험연구원,408,229,179,31,41,56,60,63,157,14,22,32,34,40,87,17,19,24,26,23,70,350,0,350
20233,A,골목상권,3110184,용두사거리,235,121,114,22,19,37,49,36,72,12,11,16,30,20,32,10,8,21,19,16,40,135,0,135
20233,A,골목상권,3110185,용두초등학교,416,221,195,35,32,58,48,86,157,15,14,33,25,54,80,20,18,25,23,32,77,249,0,249
20233,A,골목상권,3110186,종암초등학교,418,239,179,24,57,141,63,41,92,12,29,93,38,23,44,12,28,48,25,18,48,295,0,295
20233,A,골목상권,3110187,제기동역 6번,3256,1635,1621,223,342,654,503,507,1027,114,166,336,272,265,482,109,176,318,231,242,545,2930,0,2930
20233,A,골목상권,3110188,용두동신동아아파트,1769,903,866,187,190,259,285,303,545,98,102,147,156,153,247,89,88,112,129,150,298,2161,0,2161
20233,A,골목상권,3110189,제기동역 1번,2067,1006,1061,225,223,417,342,314,546,108,121,211,163,154,249,117,102,206,179,160,297,1104,0,1104
20233,A,골목상권,3110190,고대앞사거리,2054,1095,959,195,207,429,301,293,629,100,99,261,170,166,299,95,108,168,131,127,330,1415,0,1415
20233,A,골목상권,3110191,고려대역 6번,1068,572,496,58,98,221,173,135,383,30,51,127,109,75,180,28,47,94,64,60,203,843,0,843
20233,A,골목상권,3110192,동의보감타워,515,278,237,11,28,137,98,69,172,5,15,74,50,37,97,6,13,63,48,32,75,481,0,481
20233,A,골목상권,3110193,고려대역 4번,1474,781,693,93,154,386,180,162,499,50,72,236,94,95,234,43,82,150,86,67,265,875,0,875
20233,A,골목상권,3110194,홍파초등학교,1586,789,797,122,120,238,232,202,672,68,64,132,132,107,286,54,56,106,100,95,386,922,0,922
20233,A,골목상권,3110195,동대문구청,3313,1664,1649,240,289,556,426,487,1315,131,142,287,229,270,605,109,147,269,197,217,710,2226,0,2226
20233,A,골목상권,3110196,홍릉근린공원,1125,580,545,70,95,93,146,169,552,32,46,51,87,97,267,38,49,42,59,72,285,820,0,820
20233,A,골목상권,3110197,세종대왕기념관교차로,511,263,248,60,55,78,73,78,167,30,26,47,41,46,73,30,29,31,32,32,94,307,0,307
20233,A,골목상권,3110198,동대문중앙새마을금고본점,120,58,62,8,6,11,21,12,62,2,2,7,12,8,27,6,4,4,9,4,35,80,0,80
20233,A,골목상권,3110199,홍릉시장,943,485,458,41,68,126,122,130,456,21,34,73,74,77,206,20,34,53,48,53,250,699,0,699
20233,A,골목상권,3110200,동대문경찰서,708,366,342,45,61,110,102,110,280,24,35,56,59,63,129,21,26,54,43,47,151,463,0,463
20233,A,골목상권,3110201,전농119안전센터,474,246,228,34,42,32,82,81,203,21,20,15,49,47,94,13,22,17,33,34,109,354,0,354
20233,A,골목상권,3110202,전농1동주민센터(전농시장),1358,761,597,35,89,77,144,270,743,17,50,32,87,171,404,18,39,45,57,99,339,1053,0,1053
20233,A,골목상권,3110203,떡전교사거리,1844,914,930,149,168,284,258,281,704,73,83,163,138,158,299,76,85,121,120,123,405,1013,0,1013
20233,A,골목상권,3110204,간데메공원,3304,1649,1655,433,323,461,536,502,1049,220,168,235,265,268,493,213,155,226,271,234,556,1692,0,1692
20233,A,골목상권,3110205,경희대삼거리,2619,1294,1325,173,383,703,366,337,657,92,160,378,199,182,283,81,223,325,167,155,374,1683,0,1683
20233,A,골목상권,3110206,텃골근린공원,4002,2020,1982,361,477,575,552,697,1340,202,264,293,289,349,623,159,213,282,263,348,717,2011,0,2011
20233,A,골목상권,3110207,시립대앞사거리,831,422,409,54,104,129,106,131,307,30,51,68,61,66,146,24,53,61,45,65,161,576,0,576
20233,A,골목상권,3110208,시조사삼거리,764,408,356,46,100,209,101,91,217,23,53,122,56,45,109,23,47,87,45,46,108,540,0,540
20233,A,골목상권,3110209,답십리 장령당공원,722,369,353,63,79,103,101,127,249,30,44,58,53,74,110,33,35,45,48,53,139,372,0,372
20233,A,골목상권,3110210,서울시립대,3215,1612,1603,249,493,715,450,377,931,124,213,428,244,185,418,125,280,287,206,192,513,2186,0,2186
20233,A,골목상권,3110211,전곡마을마당공원,3640,1812,1828,260,449,467,478,657,1329,134,228,262,260,342,586,126,221,205,218,315,743,1938,0,1938
20233,A,골목상권,3110212,답십리초등학교,2315,1154,1161,210,263,287,313,404,838,116,131,159,167,208,373,94,132,128,146,196,465,1077,0,1077
20233,A,골목상권,3110213,청량초등학교,762,380,382,60,134,207,85,129,147,24,69,122,39,59,67,36,65,85,46,70,80,500,0,500
20233,A,골목상권,3110214,경희대후문,2343,1221,1122,139,551,826,182,217,428,68,230,535,91,99,198,71,321,291,91,118,230,1930,0,1930
20233,A,골목상권,3110215,회기역 1번,2080,1040,1040,78,339,799,265,189,410,37,133,418,149,111,192,41,206,381,116,78,218,1579,0,1579
20233,A,골목상권,3110216,전농중학교,1200,593,607,115,128,156,177,206,418,59,61,93,90,106,184,56,67,63,87,100,234,589,0,589
20233,A,골목상권,3110217,자동차부품상가,613,319,294,33,71,81,79,140,209,20,38,45,49,77,90,13,33,36,30,63,119,301,0,301
20233,A,골목상권,3110218,답십리사거리,2799,1418,1381,283,265,380,409,498,964,126,144,216,214,260,458,157,121,164,195,238,506,1289,0,1289
20233,A,골목상권,3110219,삼육보건대학교,6613,3372,3241,479,1092,1638,804,856,1744,252,512,962,447,397,802,227,580,676,357,459,942,4386,0,4386
20233,A,골목상권,3110220,외대앞역 1번,1939,976,963,87,316,478,246,257,555,46,132,271,137,140,250,41,184,207,109,117,305,1341,0,1341
20233,A,골목상권,3110221,의릉,977,458,519,80,129,188,168,149,263,36,54,90,95,71,112,44,75,98,73,78,151,565,0,565
20233,A,골목상권,3110222,회기역 2번,27,15,12,4,1,3,2,4,13,2,0,2,2,4,5,2,1,1,0,0,8,44,0,44
20233,A,골목상권,3110223,군자초등학교,1638,837,801,188,162,287,258,258,485,108,85,140,137,134,233,80,77,147,121,124,252,750,0,750
20233,A,골목상권,3110224,외대앞역 2번,1570,827,743,78,163,243,241,280,565,41,84,134,139,164,265,37,79,109,102,116,300,321,0,321
20233,A,골목상권,3110225,촬영소사거리,1339,690,649,101,170,171,179,247,471,46,88,97,96,129,234,55,82,74,83,118,237,603,0,603
20233,A,골목상권,3110226,장안1동주민센터,9890,5049,4841,904,970,1523,1573,1729,3191,457,515,788,856,887,1546,447,455,735,717,842,1645,5867,0,5867
20233,A,골목상권,3110227,답십리공원,749,370,379,68,92,102,96,150,241,38,37,50,52,80,113,30,55,52,44,70,128,380,0,380
20233,A,골목상권,3110228,장안근린공원,5180,2631,2549,373,614,645,693,913,1942,179,326,358,381,480,907,194,288,287,312,433,1035,2855,0,2855
20233,A,골목상권,3110229,장평중학교,7419,3695,3724,1054,617,1155,1364,1001,2228,553,311,565,716,495,1055,501,306,590,648,506,1173,3145,0,3145
20233,A,골목상권,3110230,장안현대홈타운1차아파트,2960,1492,1468,415,278,452,559,431,825,225,140,217,299,220,391,190,138,235,260,211,434,1685,0,1685
20233,A,골목상권,3110231,장안교,118,63,55,15,10,20,20,23,30,7,8,8,9,15,16,8,2,12,11,8,14,83,0,83
20233,A,골목상권,3110232,동대부고,2829,1441,1388,370,300,408,476,454,821,199,171,201,244,232,394,171,129,207,232,222,427,1455,0,1455
20233,A,골목상권,3110233,중랑역 1번,5266,2761,2505,386,508,841,709,960,1862,197,272,440,412,509,931,189,236,401,297,451,931,2875,0,2875
20233,A,골목상권,3110234,중랑역 4번,729,360,369,79,55,183,163,117,132,47,21,74,86,63,69,32,34,109,77,54,63,494,0,494
20233,A,골목상권,3110235,세화어린이공원,1418,794,624,93,134,184,200,287,520,48,78,105,118,167,278,45,56,79,82,120,242,799,0,799
20233,A,골목상권,3110236,신묵초등학교,7715,3884,3831,867,813,1293,1345,1217,2180,473,418,644,729,617,1003,394,395,649,616,600,1177,4017,0,4017
20233,A,골목상권,3110237,메가박스 상봉,4317,2148,2169,362,472,659,679,786,1359,176,231,326,379,419,617,186,241,333,300,367,742,2348,0,2348
20233,A,골목상권,3110238,배꽃어린이공원,1172,586,586,103,104,140,163,222,440,44,53,79,86,114,210,59,51,61,77,108,230,785,0,785
20233,A,골목상권,3110239,중랑역 2번,293,151,142,15,33,51,27,62,105,9,20,26,11,31,54,6,13,25,16,31,51,166,0,166
20233,A,골목상권,3110240,태릉시장 특화거리,1289,663,626,88,136,179,166,247,473,40,72,95,93,137,226,48,64,84,73,110,247,706,0,706
20233,A,골목상권,3110241,먹골역 5번,2629,1303,1326,230,271,427,420,437,844,120,115,216,227,231,394,110,156,211,193,206,450,1755,0,1755
20233,A,골목상권,3110242,면목5동주민센터,4308,2181,2127,494,464,594,640,792,1324,256,231,301,331,421,641,238,233,293,309,371,683,2108,0,2108
20233,A,골목상권,3110243,중랑노인종합복지관,4889,2474,2415,544,589,637,748,951,1420,265,283,330,412,487,697,279,306,307,336,464,723,2219,0,2219
20233,A,골목상권,3110244,중화역 4번,1073,560,513,88,111,171,161,172,370,53,62,83,91,96,175,35,49,88,70,76,195,847,0,847
20233,A,골목상권,3110245,KB국민은행 중화동지점,2503,1260,1243,194,272,338,320,477,902,105,126,177,181,245,426,89,146,161,139,232,476,1317,0,1317
20233,A,골목상권,3110246,월드순복음교회,2488,1240,1248,252,239,558,438,381,620,134,129,257,228,200,292,118,110,301,210,181,328,1591,0,1591
20233,A,골목상권,3110247,먹골역 1번,6235,3084,3151,571,590,1137,1069,934,1934,294,310,568,567,459,886,277,280,569,502,475,1048,3032,0,3032
20233,A,골목상권,3110248,먹골파출소,1465,761,704,138,143,247,214,221,502,75,81,128,122,118,237,63,62,119,92,103,265,810,0,810
20233,A,골목상권,3110249,중화역 1번,6619,3324,3295,698,745,1046,1020,1047,2063,347,399,546,531,528,973,351,346,500,489,519,1090,2908,0,2908
20233,A,골목상권,3110250,화랑대역 7번,1576,767,809,191,200,202,226,265,492,96,106,107,106,131,221,95,94,95,120,134,271,684,0,684
20233,A,골목상권,3110251,장안중학교,3901,1891,2010,387,470,666,527,629,1222,180,249,327,282,287,566,207,221,339,245,342,656,1895,0,1895
20233,A,골목상권,3110252,장안제일시장,4747,2416,2331,513,516,763,679,825,1451,253,258,405,352,429,719,260,258,358,327,396,732,2120,0,2120
20233,A,골목상권,3110253,중곡초등학교,3662,1848,1814,358,427,532,562,671,1112,193,223,262,298,346,526,165,204,270,264,325,586,1666,0,1666
20233,A,골목상권,3110254,오거리공원,7809,3930,3879,820,903,1042,1227,1397,2420,420,461,543,643,727,1136,400,442,499,584,670,1284,3458,0,3458
20233,A,골목상권,3110255,상봉역 4번,6496,3237,3259,543,591,1262,982,1097,2021,272,313,606,532,558,956,271,278,656,450,539,1065,3575,0,3575
20233,A,골목상권,3110256,면목2동체육관,8303,4279,4024,855,867,1216,1279,1495,2591,463,453,639,711,754,1259,392,414,577,568,741,1332,3930,0,3930
20233,A,골목상권,3110257,상봉역 7번,3869,1961,1908,427,403,600,572,620,1247,219,213,303,295,328,603,208,190,297,277,292,644,2178,0,2178
20233,A,골목상권,3110258,면동초등학교,5746,2931,2815,576,584,868,890,1062,1766,297,312,438,467,548,869,279,272,430,423,514,897,3214,0,3214
20233,A,골목상권,3110259,사가정역 1번,4080,2061,2019,358,396,709,699,647,1271,197,199,350,374,341,600,161,197,359,325,306,671,2160,0,2160
20233,A,골목상권,3110260,면목역 3번,2218,1133,1085,176,209,390,353,388,702,92,106,198,184,216,337,84,103,192,169,172,365,1261,0,1261
20233,A,골목상권,3110261,사가정역 4번,5043,2476,2567,442,539,837,811,829,1585,230,273,410,418,413,732,212,266,427,393,416,853,2655,0,2655
20233,A,골목상권,3110262,상봉역 3번,2915,1489,1426,310,228,528,457,429,963,167,135,269,261,203,454,143,93,259,196,226,509,2768,0,2768
20233,A,골목상권,3110263,면목역 1번,7265,3581,3684,695,804,1165,1108,1211,2282,331,409,603,608,599,1031,364,395,562,500,612,1251,3743,0,3743
20233,A,골목상권,3110264,면목역 2번,9684,4902,4782,841,1090,1730,1545,1648,2830,437,571,885,845,821,1343,404,519,845,700,827,1487,4953,0,4953
20233,A,골목상권,3110265,망우역 1번,1035,540,495,84,114,149,120,183,385,44,62,79,66,93,196,40,52,70,54,90,189,551,0,551
20233,A,골목상권,3110266,면목동우체국,5266,2589,2677,433,648,837,760,963,1625,206,348,439,394,473,729,227,300,398,366,490,896,2780,0,2780
20233,A,골목상권,3110267,망우역 2번,4466,2222,2244,532,518,686,733,699,1298,292,268,345,381,342,594,240,250,341,352,357,704,2073,0,2073
20233,A,골목상권,3110268,망우3동주민센터,2588,1293,1295,248,312,363,382,469,814,112,163,185,195,245,393,136,149,178,187,224,421,1439,0,1439
20233,A,골목상권,3110269,용마문화복지센터,1355,701,654,103,179,181,171,249,472,47,80,97,96,144,237,56,99,84,75,105,235,841,0,841
20233,A,골목상권,3110270,혜원여고,1235,592,643,128,155,175,169,216,392,56,81,91,79,108,177,72,74,84,90,108,215,550,0,550
20233,A,골목상권,3110271,신내역 1번,138,74,64,13,12,23,23,14,53,7,8,10,15,4,30,6,4,13,8,10,23,125,0,125
20233,A,골목상권,3110272,신내1동주민센터,3548,1733,1815,457,415,462,541,616,1057,231,229,206,284,310,473,226,186,256,257,306,584,1656,0,1656
20233,A,골목상권,3110273,장스여성병원,2369,1266,1103,161,269,340,293,418,888,80,145,198,165,219,459,81,124,142,128,199,429,1186,0,1186
20233,A,골목상권,3110274,서일대학교,6866,3490,3376,755,807,913,972,1264,2155,379,412,469,521,663,1046,376,395,444,451,601,1109,3294,0,3294
20233,A,골목상권,3110275,하나은행 망우동지점,896,476,420,70,93,121,118,159,335,39,52,54,69,95,167,31,41,67,49,64,168,487,0,487
20233,A,골목상권,3110276,신내IC북측,366,196,170,45,30,42,68,54,127,24,19,23,40,29,61,21,11,19,28,25,66,256,0,256
20233,A,골목상권,3110277,러스크서울병원,3593,1856,1737,329,415,512,516,598,1223,178,224,272,275,306,601,151,191,240,241,292,622,1806,0,1806
20233,A,골목상권,3110278,망우본동주민센터,3928,2053,1875,273,501,495,483,726,1450,142,271,262,269,377,732,131,230,233,214,349,718,2334,0,2334
20233,A,골목상권,3110279,신내역 2번,25,15,10,3,2,0,4,7,9,0,1,0,2,5,7,3,1,0,2,2,2,25,0,25
20233,A,골목상권,3110280,북정마을,713,356,357,47,71,85,110,102,298,28,38,37,61,56,136,19,33,48,49,46,162,378,0,378
20233,A,골목상권,3110281,길상사,912,459,453,106,91,123,125,155,312,70,42,62,58,79,148,36,49,61,67,76,164,486,0,486
20233,A,골목상권,3110282,국민대학교앞,676,330,346,67,106,129,74,79,221,26,48,76,40,42,98,41,58,53,34,37,123,473,0,473
20233,A,골목상권,3110283,성북초등학교앞,518,243,275,52,56,64,89,97,160,22,27,34,45,46,69,30,29,30,44,51,91,244,0,244
20233,A,골목상권,3110284,정릉북한산국립공원입구,1404,722,682,129,209,163,165,235,503,75,116,79,84,118,250,54,93,84,81,117,253,609,0,609
20233,A,골목상권,3110285,홍대부중,2137,1042,1095,248,243,295,388,383,580,135,139,149,175,200,244,113,104,146,213,183,336,897,0,897
20233,A,골목상권,3110286,한성대입구역 5번,2598,1223,1375,190,263,512,417,452,764,90,129,241,206,214,343,100,134,271,211,238,421,1433,0,1433
20233,A,골목상권,3110287,정릉3동주민센터,1888,990,898,132,328,349,210,306,563,68,168,234,111,148,261,64,160,115,99,158,302,1036,0,1036
20233,A,골목상권,3110288,동구여중,1648,790,858,178,210,232,253,276,499,86,113,115,127,128,221,92,97,117,126,148,278,889,0,889
20233,A,골목상권,3110289,북한산보국문역 2번,4966,2453,2513,489,645,702,720,760,1650,257,320,377,382,396,721,232,325,325,338,364,929,2448,0,2448
