year_code,quarter_code,commercial_district_code,commercial_district_name,total_foot_traffic,age_10_foot_traffic,age_20_foot_traffic,age_30_foot_traffic,age_40_foot_traffic,age_50_foot_traffic,age_over_60_foot_traffic,time_00_to_06_foot_traffic,time_06_to_11_foot_traffic,time_11_to_14_foot_traffic,time_14_to_17_foot_traffic,time_17_to_21_foot_traffic,time_21_to_24_foot_traffic,mon_foot_traffic,tue_foot_traffic,wed_foot_traffic,thu_foot_traffic,fri_foot_traffic,sat_foot_traffic,sun_foot_traffic
2021,3,3110294,서경대학교,1598173,267204,264518,221917,251369,211581,381584,463064,330447,169161,168405,248755,218339,225811,225139,226286,223641,222572,233807,240916
2021,3,3110293,삼선중학교,1420684,251694,245898,211235,202532,206705,302619,340806,296866,181672,185055,248104,168179,201013,203227,204150,205326,205849,203545,197573
2021,3,3110292,정릉역 2번,312148,49131,42002,45466,48321,45475,81755,86237,64904,33916,35444,49632,42016,44706,44802,44823,44639,44859,44456,43865
2021,3,3110291,한성대입구역 3번,2194855,333910,418105,344064,343015,308543,447219,593778,445918,248581,250233,363208,293139,312363,312275,310834,312369,310169,316108,320738
2021,3,3110290,북한산보국문역 1번,194364,20074,32799,26644,30050,28339,56459,46988,42382,23194,24456,32421,24922,27798,27549,28340,27068,27700,27843,28065
2021,3,3110289,북한산보국문역 2번,1374891,182751,309338,178003,172813,188614,343371,377941,268017,147769,154328,234505,192328,195136,193579,191185,192638,193868,205245,203240
2021,3,3110288,동구여중,318191,46679,49752,55138,48586,44374,73662,76896,67279,40698,37568,54474,41274,45089,45772,45790,46442,46376,44876,43847
2021,3,3110287,정릉3동주민센터,228249,33143,62732,27627,27182,26608,50957,73604,51180,23982,20000,29581,29903,31455,32921,33085,33064,32988,31040,33697
2021,3,3110286,한성대입구역 5번,626016,89267,106970,104167,98699,85132,141779,153722,129566,77802,76952,107657,80316,88904,91039,90666,92145,91512,87159,84590
2021,3,3110285,홍대부중,151962,23231,19196,23890,24280,25620,35746,43126,32081,18040,16638,22318,19758,21620,20885,22035,21766,21185,21803,22668
2021,3,3110284,정릉북한산국립공원입구,100323,16314,10219,11852,14880,14544,32513,26897,20217,11450,11038,17099,13621,14086,14260,13869,13940,13474,15053,15641
2021,3,3110283,성북초등학교앞,151034,26685,18105,22830,24979,25006,33429,36465,29174,19340,19650,26400,20005,21222,21599,21943,22463,22240,21130,20436
2021,3,3110282,국민대학교앞,34139,3565,7578,5596,3571,3868,9962,10191,7612,3699,3625,4721,4292,4686,4781,4857,4726,4655,4999,5435
2021,3,3110281,길상사,84589,10563,8866,10422,14878,16242,23619,22529,18628,10750,10117,12457,10106,12074,12015,11946,12076,11877,12490,12110
2021,3,3110280,북정마을,240217,29940,28626,33282,38588,40205,69574,77449,53503,25854,22520,30179,30711,33717,34590,34322,33389,34757,33737,35708
2021,3,3110278,망우본동주민센터,989385,187730,101855,126050,144806,166084,262860,206592,202639,136453,144348,184065,115287,135300,137670,138162,137350,138149,147856,154897
2021,3,3110277,러스크서울병원,1290890,169440,154293,156317,176367,252998,381474,329560,257841,152761,151488,220551,178688,184671,184556,184614,184247,183306,185453,184043
2021,3,3110276,신내IC북측,53598,8960,6198,8239,9312,8283,12607,11886,11162,6660,7051,10015,6824,7780,7839,7692,7846,7961,7230,7252
2021,3,3110275,하나은행 망우동지점,484308,47332,59452,63034,69445,99696,145349,83927,92258,68270,73768,105345,60742,67811,67153,67483,67516,69071,73214,72058
2021,3,3110274,서일대학교,1259927,174052,172837,162069,182241,215502,353225,367450,259143,136411,135510,192391,169022,180372,178174,177812,172615,173171,184269,193513
2021,3,3110273,장스여성병원,758640,107754,84903,105731,106501,129428,224324,183066,155862,93970,95308,132381,98054,109183,108368,107650,107115,110273,108050,108002
2021,3,3110272,신내1동주민센터,1255791,261822,139508,160523,178045,201467,314427,273289,237689,163959,174146,254294,152412,171980,171618,173888,170139,176059,189609,202497
2021,3,3110271,신내역 1번,46341,7061,5789,7246,8103,8135,10009,5390,10337,6857,7552,10551,5653,6778,6771,6776,6887,6858,6368,5903
2021,3,3110270,혜원여고,447296,66142,60008,61587,64314,78036,117209,143687,95489,45168,42539,60145,60268,65294,65227,64300,63899,64657,61072,62848
2021,3,3110269,용마문화복지센터,459850,60353,68199,65468,69997,82705,113127,95323,91091,61019,72510,86004,53902,66054,65815,65561,66695,63847,64206,67672
2021,3,3110268,망우3동주민센터,567000,77587,81390,84835,79692,100967,142530,177677,123473,60329,56271,77463,71787,80292,78180,79522,82358,78988,80512,87148
2021,3,3110267,망우역 2번,1479959,262145,196019,230031,220699,232732,338334,426360,309308,162334,159454,231386,191120,205587,204445,207172,201771,202125,220597,238263
2021,3,3110266,면목동우체국,1739791,229191,247943,272412,254184,314367,421695,550935,363387,176996,169470,245445,233560,247266,246779,240362,237914,242595,255288,269590
2021,3,3110265,망우역 1번,476332,56935,66628,72849,69228,82354,128338,100866,95172,62619,67059,92168,58451,67902,66829,66727,67091,68056,70738,68988
2021,3,3110264,면목역 2번,2924142,347761,466061,470572,424027,540092,675629,895313,605134,305036,283572,434304,400783,413676,412504,410334,415761,414520,421936,435410
2021,3,3110263,면목역 1번,2066190,253490,304008,338587,283931,344437,541737,671637,428208,197469,189482,286555,292840,300926,293449,292456,291363,289573,296332,302091
2021,3,3110262,상봉역 3번,1652365,124281,326087,364595,240511,250933,345957,396142,328612,201505,209918,304408,211781,231421,231195,234856,232346,233835,248220,240491
2021,3,3110261,사가정역 4번,1544476,199401,211030,236877,228293,244923,423952,426704,302685,168637,174985,258632,212832,222047,218175,216624,215554,216778,222701,232596
2021,3,3110260,면목역 3번,1266178,144578,174634,197515,196536,215231,337686,309647,248028,146837,152736,232295,176635,182578,178809,177544,182253,183118,187457,174421
2021,3,3110259,사가정역 1번,1565768,175218,227189,256732,255865,243585,407177,466314,314568,164588,166123,240584,213588,223618,223527,223039,222524,221492,227632,223936
2021,3,3110258,면동초등학교,925171,132754,123922,138849,147337,156771,225539,286115,194030,94967,93317,133782,122960,128632,133377,132011,125233,123982,133646,148289
2021,3,3110257,상봉역 7번,2029534,246741,316238,415759,268967,306204,475626,535549,418924,236689,239222,339992,259157,292884,291443,291990,287693,289234,288010,288281
2021,3,3110256,면목2동체육관,1667678,247798,215141,241609,257513,282053,423563,501445,352304,176406,170994,245656,220874,236237,236402,233535,233136,233073,243314,251982
2021,3,3110255,상봉역 4번,2158884,180116,386367,394840,319100,369033,509427,660295,451713,231466,222083,312421,280908,304538,304604,305188,306710,306312,311153,320379
2021,3,3110254,오거리공원,3934327,546311,468751,578224,605203,642500,1093338,1110816,793127,433502,436648,634332,525901,555354,556142,559388,548264,551959,572198,591023
2021,3,3110253,중곡초등학교,894610,162100,100709,145505,145073,141882,199340,271902,182711,91536,89120,134648,124692,125700,127486,127435,127157,122996,129418,134417
2021,3,3110252,장안제일시장,781020,119590,93382,105986,114993,140830,206237,209157,158164,90131,90703,129181,103685,110853,107361,117943,109506,115059,108235,112063
2021,3,3110251,장안중학교,672633,107604,87135,105904,93330,106529,172133,175100,133635,76480,78481,115477,93461,96955,95883,95171,97051,95345,95080,97148
2021,3,3110250,화랑대역 7번,503684,111041,64894,68441,82510,71053,105745,125003,100896,60809,63872,88512,64594,68572,72075,71288,71864,66022,74731,79133
2021,3,3110249,중화역 1번,2041780,361519,259396,282632,279683,322730,535820,589543,428624,225499,215000,311491,271623,287117,292914,295044,288030,291142,292806,294726
2021,3,3110248,먹골파출소,566500,85509,81431,92005,93901,77765,135887,173728,117392,58450,56352,83862,76717,80580,80656,79563,78429,81063,82276,83931
2021,3,3110247,먹골역 1번,2095193,261430,303865,314440,311719,329876,573866,582791,428405,226010,226371,343901,287716,296066,297583,297743,291685,291464,309332,311318
2021,3,3110246,월드순복음교회,1303806,149736,197552,204649,212597,228344,310926,336309,261526,155434,158306,221697,170532,186482,185599,186816,183451,186404,190158,184895
2021,3,3110245,KB국민은행 중화동지점,538911,68328,66625,79137,76920,89091,158812,161997,111187,55392,54774,82349,73211,76310,75604,74417,74867,73931,79348,84433
2021,3,3110244,중화역 4번,959713,144871,122029,131734,134582,166313,260185,176332,186403,128703,138916,205007,124351,138300,138172,139399,138583,138180,135130,131947
2021,3,3110243,중랑노인종합복지관,1096508,182639,130812,140824,162413,197280,282542,289810,218880,127474,129173,184925,146245,153851,155561,157801,151371,150405,163947,163572
2021,3,3110242,면목5동주민센터,856799,125097,98167,129006,134112,143580,226837,273028,179735,84824,80205,121917,117089,120849,121560,118961,118465,114868,127606,134491
2021,3,3110241,먹골역 5번,1175761,159271,149978,186488,176710,200019,303296,284036,229091,143622,148837,212091,158084,170723,168898,169776,169290,169702,165522,161849
2021,3,3110240,태릉시장 특화거리,674007,75614,80829,86194,91932,124626,214812,172423,133446,79032,82371,119666,87070,94951,93866,94074,95537,92486,99923,103169
2021,3,3110238,배꽃어린이공원,120626,13727,14975,19575,17577,21454,33318,36474,24656,12190,11819,18332,17153,17114,16788,16974,16957,15843,17938,19010
2021,3,3110237,메가박스 상봉,1038003,121634,149018,149799,162868,191828,262857,269502,205303,120826,122490,179356,140527,148928,148591,149168,146378,146572,149345,149022
2021,3,3110236,신묵초등학교,2006277,288213,252482,317244,296809,333171,518358,592379,409602,211235,206494,307757,278811,288267,286613,287611,282648,284479,286262,290398
2021,3,3110234,중랑역 4번,366594,31628,61095,60766,54460,65413,93232,77471,70414,45661,49110,75504,48434,51033,50367,50873,50874,51136,55835,56476
2021,3,3110233,중랑역 1번,1464072,143351,205502,218048,206343,269267,421561,411772,296838,157174,156401,243252,198634,208897,206033,205312,194315,208580,215952,224983
2021,3,3110232,동대부고,823383,173908,76960,134168,154160,116088,168099,210044,169144,98722,99747,139445,106281,115868,116813,116034,117425,116398,119736,121107
2021,3,3110230,장안현대홈타운1차아파트,997061,155335,154627,201470,172531,132343,180755,269844,194134,114739,117095,171167,130084,139126,138179,141581,139373,139085,149770,149947
2021,3,3110229,장평중학교,1779274,234205,218114,343810,307119,254562,421465,480929,381111,216386,206835,271672,222342,256734,259206,258651,259181,259303,242622,243575
2021,3,3110228,장안근린공원,1688669,250579,201530,258301,267048,277098,434113,395041,335125,209859,217427,313129,218089,240388,238178,235807,237302,235819,251341,249833
2021,3,3110227,답십리공원,596930,82701,70852,90317,97744,99261,156054,123262,119804,79454,83587,118038,72783,84829,84184,83438,82324,84232,88495,89424
2021,3,3110226,장안1동주민센터,2573613,241735,385885,513644,459390,404829,568132,652740,521625,307080,308424,442188,341556,363028,369349,367019,369163,367128,372729,365197
2021,3,3110225,촬영소사거리,455452,55176,48203,76864,77116,74745,123349,116805,86626,55858,58641,81053,56469,63379,63092,63114,64625,64162,68354,68724
2021,3,3110224,외대앞역 2번,559093,68375,120606,79440,80495,79922,130253,115240,109351,71343,75558,114616,72984,79125,79725,79045,78988,80193,81376,80640
2021,3,3110221,의릉,207010,30977,32008,27250,32966,25798,58011,46929,39519,25668,26798,40416,27680,28582,28650,29283,29388,28026,30898,32186
2021,3,3110220,외대앞역 1번,1040473,131612,332829,127573,140435,123602,184423,234579,202570,134243,137502,198260,133319,147555,148911,150049,150188,150619,147684,145468
2021,3,3110219,삼육보건대학교,1620304,175890,584956,207247,192851,172358,287004,502876,353497,167199,155903,221472,219357,230180,229066,230468,232338,226233,227199,244820
2021,3,3110218,답십리사거리,1223850,178264,138658,191532,191286,192152,331959,348192,240400,132448,135510,200745,166552,171381,173263,171605,173956,170118,182127,181401
2021,3,3110217,자동차부품상가,636355,67257,76115,116243,114077,103567,159095,141999,138293,88226,87843,107147,72848,91495,91932,90689,92563,91866,88223,89588
2021,3,3110216,전농중학교,329071,84375,35681,39062,58708,46164,65081,57365,63414,48064,51374,69678,39176,46794,46112,46689,46174,47349,48421,47533
2021,3,3110215,회기역 1번,714147,77012,317863,91226,63438,59550,105059,216248,159348,74376,67820,102241,94114,101571,103379,101759,101620,101552,101134,103131
2021,3,3110214,경희대후문,1172182,154896,541315,114805,102427,94276,164463,342221,248899,127863,121369,171090,160739,167050,164807,168960,170442,165337,166715,168871
2021,3,3110213,청량초등학교,481671,66953,209030,60434,47170,41210,56873,123234,102570,59561,57895,78430,59979,67560,69580,69790,70607,69509,66480,68145
2021,3,3110212,답십리초등학교,849215,158993,94999,132791,138327,123757,200350,222618,165408,94352,96751,149887,120199,120764,120076,120322,119091,120561,123157,125246
2021,3,3110211,전곡마을마당공원,2299982,394148,341271,309052,351091,346203,558216,527668,466410,303473,309919,409730,282780,335314,329507,337027,326680,327359,314632,329462
2021,3,3110210,서울시립대,2020393,258959,647426,251943,221379,228697,411989,594863,445018,215378,199602,293963,271568,285925,287956,290327,289357,286157,286377,294295
2021,3,3110209,답십리 장령당공원,371516,48354,57929,70669,57915,58331,78320,93495,78042,44991,44457,62070,48463,52193,53412,55088,55837,51465,51200,52320
2021,3,3110208,시조사삼거리,361715,61610,99165,42510,46911,42125,69394,85157,74432,45747,46068,65174,45137,50604,51320,51431,51370,51356,52801,52835
2021,3,3110207,시립대앞사거리,558694,48414,118003,78743,80042,84677,148815,148962,132167,64075,59431,83993,70066,80307,80009,81376,81272,81741,78956,75033
2021,3,3110206,텃골근린공원,1644257,271656,219392,241032,254291,245859,412029,502728,336701,168405,164468,246026,225930,231252,231692,229866,227066,227754,241141,255486
2021,3,3110205,경희대삼거리,1865770,233617,645618,250296,210338,191571,334330,477245,387857,230792,223491,310262,236123,266615,267152,268831,269852,270238,261725,261355
2021,3,3110204,간데메공원,1390832,215366,161312,268647,255759,204893,284856,363653,286854,164135,162170,231864,182154,194395,195911,201999,201828,196423,200725,199552
2021,3,3110203,떡전교사거리,671972,79723,84865,75765,95088,110954,225577,163841,145167,88009,84268,109889,80797,96353,96207,95650,94814,94441,96572,97937
2021,3,3110201,전농119안전센터,140601,18480,17166,21766,23403,22413,37375,38986,28552,15137,15129,23062,19734,19889,19905,19965,20030,20066,20218,20530
2021,3,3110200,동대문경찰서,475190,43808,51208,57694,61996,77086,183397,121044,98568,58411,59230,80202,57734,66241,66544,66121,65656,66229,71192,73207
2021,3,3110199,홍릉시장,458872,33053,47483,55678,59644,78523,184491,88809,93580,65524,67025,89037,54897,64675,64527,64304,64502,64764,68166,67934
2021,3,3110197,세종대왕기념관교차로,301701,25237,38357,41513,40003,47366,109227,100200,64788,28767,26213,38735,42996,43266,43238,42653,42884,42385,41721,45554
2021,3,3110195,동대문구청,1455909,108078,224169,241459,204804,229409,447990,359272,310951,186420,180623,237586,181057,210760,208897,208999,210120,209433,207821,199880
2021,3,3110194,홍파초등학교,588922,52417,77890,75691,79081,96960,206881,119189,125283,80019,83210,108567,72655,85062,85206,86180,84637,85233,83155,79446
2021,3,3110193,고려대역 4번,769277,84185,163251,115223,87627,96380,222613,282494,158242,70912,65149,93661,98820,107711,107958,108249,108331,105968,113587,117474
2021,3,3110191,고려대역 6번,1144863,116804,370512,149161,124077,141086,243223,287967,251302,138697,137328,185830,143738,163446,164218,164923,165356,162299,162269,162353
2021,3,3110190,고대앞사거리,1313910,175780,442690,149475,134086,138099,273780,346547,279851,159995,157678,210209,159631,185104,185407,186857,185920,185157,190197,195269
2021,3,3110189,제기동역 1번,1047073,121688,183981,153548,147712,148435,291708,245357,225736,141274,135317,171458,127931,151812,151355,152932,153202,154076,146435,137259
2021,3,3110188,용두동신동아아파트,766904,82638,104906,130329,127455,131967,189611,153734,158621,108801,111004,142071,92673,113700,114773,114798,114016,108963,101578,99075
2021,3,3110187,제기동역 6번,2737340,282891,456210,479144,434131,447969,636994,695300,592750,342865,334720,434849,336854,393094,395797,398145,399551,393563,380147,377044
2021,3,3110186,종암초등학교,155057,25103,36563,19089,20441,19782,34081,42781,32475,17811,17697,24163,20131,22212,23159,22075,22685,22270,21126,21530
2021,3,3110185,용두초등학교,541306,52221,81978,89923,85677,94903,136605,145882,114952,63056,62354,82948,72112,78586,77040,77959,80679,78802,75426,72815
2021,3,3110184,용두사거리,231224,22593,48584,46114,34579,34983,44371,49872,47649,32601,32169,41041,27893,33539,33898,33857,34708,34066,31539,29616
2021,3,3110183,한국의류시험연구원,473604,36547,93805,87641,68384,77586,109642,68015,100438,81527,81580,93251,48795,69597,71276,72494,73267,72903,60558,53509
2021,3,3110182,용두희망어린이공원,815230,80946,212753,121853,110996,117567,171115,191803,178043,111555,107083,131508,95237,119209,119623,121396,123165,122877,107263,101696
2021,3,3110181,신설동역 9번,1073809,72183,183607,218163,194905,169846,235103,169456,243950,191256,187237,184759,97151,159106,158061,164731,165422,162344,135052,129093
2021,3,3110180,광진정보도서관,252925,24334,34320,43480,45818,44982,59990,55258,51764,35952,36242,45269,28439,36944,36498,37570,37901,38381,34661,30969
2021,3,3110179,광나루역 1번,488881,90648,64918,66878,81348,77179,107912,103989,103391,70181,74312,83979,53031,70779,71998,71891,72483,70641,66658,64431
2021,3,3110178,장로회신학대학교,304948,49978,46339,46021,47234,47313,68063,90049,64902,33908,32517,44603,38970,42736,43354,42717,43083,42370,44811,45877
2021,3,3110177,동의초등학교,115874,19866,15823,16616,19103,16934,27531,37569,25222,11901,10994,15337,14851,15418,14714,16443,16280,15764,18309,18945
2021,3,3110176,해오름공원,1519250,189311,192983,214982,214183,275808,431985,446517,302272,160234,160282,240657,209289,214824,211607,212426,208464,209111,225356,237462
2021,3,3110175,푸른동산공원,1296625,235068,206245,208849,225445,184580,236437,358787,263361,146454,148887,211306,167830,183862,181848,177134,180847,181738,194845,196352
2021,3,3110174,아차산역 1번,955464,139751,129506,138530,138195,153620,255863,269103,189107,101689,103607,158945,133013,136217,135210,134914,134884,132517,139551,142172
2021,3,3110173,구남초등학교,419879,47716,58716,79488,61185,76692,96082,129350,90196,44285,41373,59413,55261,59960,60322,60122,60425,60436,58778,59835
2021,3,3110172,광진초등학교,843992,154610,119726,128315,144702,127598,169041,214130,172453,96577,96856,144771,119206,115479,121216,124797,120488,118725,120309,122979
2021,3,3110171,중곡4동주민센터,296965,30534,42186,47233,43385,53623,80003,108054,63121,26496,24356,35208,39730,43063,42681,42050,41754,40856,41552,45009
2021,3,3110170,동대부여고,2915947,419630,514558,543126,479793,393990,564851,941290,620416,286787,268597,399782,399075,409451,410145,415757,410400,408648,425739,435809
2021,3,3110169,성동초등학교,591729,79978,96403,107215,87950,87687,132494,153158,126503,70794,68435,97648,75190,84925,84497,85642,85563,85183,82715,83203
2021,3,3110168,대원고등학교,480410,98673,66768,72621,65436,74568,102346,114069,101788,61961,58524,83128,60937,70685,70376,66850,70372,70180,66691,65255
2021,3,3110167,용마초등학교,1805425,271574,258553,328480,283136,281263,382420,571261,380034,180980,171091,254847,247215,254408,255488,256960,253758,254845,261266,268699
2021,3,3110166,구의1동주민센터,1930469,184408,408497,387937,292066,270148,387413,547251,397748,211862,205823,302931,264853,274654,274093,275564,276946,274777,277390,277046
2021,3,3110165,국립정신건강센터,779664,117067,119334,130960,111829,132366,168109,259552,166055,74424,66599,101958,111076,111430,112754,113190,112135,110180,107394,112582
2021,3,3110164,아차산역 5번,445316,61959,69967,88089,70299,60381,94621,110698,92930,55161,55177,74354,56993,64022,61889,64225,63568,63592,64452,63569
2021,3,3110163,성자초등학교,712570,116014,96785,126726,113521,97740,161784,211242,144507,75064,74339,109216,98204,101287,102924,102420,102179,102295,100929,100535
2021,3,3110162,군자역 4번,560330,90825,94006,106860,83826,79342,105471,167797,114677,58855,57828,84100,77071,79618,80783,79275,80004,78133,79783,82735
2021,3,3110161,중곡역 3번,1106139,140193,153115,194666,163662,187692,266811,310788,224646,122742,123230,179621,145113,156598,154395,150042,156057,151505,165411,172130
2021,3,3110160,광진경찰서,750596,116521,136350,133979,125819,109282,128645,270985,167701,70222,58363,84636,98691,106751,106328,106620,106956,106136,107056,110749
2021,3,3110159,구의역 4번,3401170,356533,602110,584724,531019,552007,774778,879482,686015,394792,401645,582307,456925,484286,485116,485057,487774,485815,486687,486434
2021,3,3110158,중곡3동주민센터,2500080,309235,329571,413280,376341,441248,630407,764973,479491,244354,247496,394592,369174,355464,347333,356706,351974,355694,366064,366846
2021,3,3110157,자양동우체국,1243663,213366,170267,227909,207910,162803,261407,380010,257435,128583,126192,182598,168845,174841,174764,176470,174540,174720,181725,186603
2021,3,3110156,군자역 5번,1087984,112377,231198,251158,174839,125692,192720,363327,231887,104382,97619,141727,149041,154037,154847,152529,153100,154972,158675,159823
2021,3,3110155,광진구청,807588,114214,245357,140651,114092,93663,99611,206224,174871,102637,100741,124802,98314,117930,119685,119925,121881,118990,104454,104723
2021,3,3110154,광진정말공원,2047529,249017,320781,339909,328815,328673,480334,583110,415736,221525,223233,330640,273284,288693,283362,287382,286521,286513,304471,310589
2021,3,3110153,중곡1동주민센터,364749,37507,76659,77417,51957,54026,67184,98167,72922,40530,40744,62043,50342,50519,50673,53982,53613,52714,52064,51186
2021,3,3110152,중곡어린이공원,292324,40561,38613,48874,47133,48588,68555,104501,62665,26809,24791,34910,38650,40685,41087,40737,40884,42210,41888,44834
2021,3,3110151,자양한강도서관,1365549,212476,194388,248084,235223,200040,275338,402954,288011,145210,141598,207782,179995,193177,189843,191690,189336,190662,201297,209546
2021,3,3110150,중곡1동 마을마당,1951940,197585,347899,382779,291967,302593,429118,608765,412119,196256,187401,277748,269650,280191,275990,278922,276843,274567,281540,283885
2021,3,3110149,세종대학교,258832,29023,66583,52949,34342,31813,44121,79170,56979,29103,26763,34203,32614,36856,35971,37426,37832,37626,36073,37048
2021,3,3110148,어린이대공원역 3번,459373,33570,187541,78647,49025,48951,61637,118583,95905,55726,54980,74190,59989,64928,65478,66913,67494,66362,64673,63524
2021,3,3110147,능동우편취급국,1115023,126714,263770,207852,165626,144133,206927,336761,234052,115693,108603,163522,156391,157612,159387,157282,155709,154357,168288,162387
2021,3,3110146,신자초등학교,1684870,332354,206067,284853,277754,251173,332670,503723,327487,171860,175417,269719,236663,235561,236231,237044,238344,237992,250528,249169
2021,3,3110144,어린이대공원역 4번,363747,24873,173181,67895,34122,27900,35777,109068,78804,39150,36256,52778,47692,50951,51937,51583,51911,51632,53070,52662
2021,3,3110142,화양사거리,1678664,142745,706482,318636,176710,139025,195064,521788,366136,177983,164685,228740,219332,236454,236056,241184,238657,237043,242500,246769
2021,3,3110141,건대입구역 1번,1664032,147335,644891,302937,197529,161965,209373,417200,327506,191857,205644,310276,211549,233172,238540,237847,239546,240465,241242,233219
2021,3,3110140,건대입구역 6번,2007453,182230,402895,299586,277363,363890,481488,541318,404544,225943,230755,338957,265936,281344,280507,282070,279291,279349,298621,306272
2021,3,3110139,자양4동주민센터,1993437,225126,283552,325590,328039,354293,476838,527310,414033,214235,214251,348653,274956,285863,290793,288596,289548,289212,276554,272871
2021,3,3110138,송정체육공원,1319178,112031,308654,262214,199730,191218,245333,366897,291706,151704,144579,194210,170081,187951,187807,192808,188922,190411,186089,185192
2021,3,3110137,성수초등학교,1324688,99133,284476,307827,246554,198022,188677,267802,303069,219882,213160,196794,123982,202693,210499,212739,217715,211591,139522,129928
2021,3,3110136,경수초등학교,1249492,123376,224902,242603,206291,222855,229465,234047,267590,202751,202941,218192,123970,187065,186593,190559,193685,192632,156290,142666
2021,3,3110135,성동세무서,221202,17193,42449,48988,38859,35226,38488,42668,49890,34654,34042,36863,23087,32777,32894,33916,34349,33760,26719,26786
2021,3,3110134,성수119안전센터,1555954,183925,202233,271709,246714,304840,346534,374310,324351,192962,200951,267881,195499,218997,222567,220540,221906,222125,223574,226247
2021,3,3110133,서울교통공사,545410,55204,99562,78858,82447,92456,136881,152786,115914,62223,61114,82959,70414,78767,78532,79594,79370,79308,74122,75716
2021,3,3110132,성수2가3동주민센터,612906,63683,101809,137674,106844,89383,113514,150739,136158,86718,83585,89691,66014,89490,89580,92609,94311,90739,78850,77326
2021,3,3110131,성수동카페거리,818858,61175,193601,205790,149557,109130,99605,127175,172049,149788,155629,147873,66342,126310,129270,131386,133994,130897,88347,78655
2021,3,3110130,답십리역 6번,486474,49907,91534,70326,73532,78318,122857,121542,99343,57411,58711,85561,63906,68156,69621,69176,68004,68704,70718,72096
2021,3,3110129,성원어린이공원,280055,32015,46324,55745,52482,42445,51047,74801,59924,37275,36030,40818,31210,41006,41354,42166,42243,41700,36196,35392
2021,3,3110128,성원중학교,1414861,178484,192997,239471,226503,266091,311317,364407,287496,173776,176083,233514,179585,201165,202093,203617,204661,202096,202516,198715
2021,3,3110127,성수1가1동주민센터,145550,19109,24939,34181,26712,18513,22096,36438,32613,20486,19341,21535,15137,21082,21956,21996,21882,21680,18165,18789
2021,3,3110126,서울숲역 1번,291938,23640,65582,72559,48807,36493,44857,50502,57990,49139,52286,54241,27778,43163,43734,44755,45982,46107,34897,33300
2021,3,3110125,사근동살곶이상점가,860461,121339,361638,91928,75960,70444,139149,268127,185915,91849,84127,116105,114338,122881,123065,122980,124007,122238,122398,122891
2021,3,3110124,뚝섬역교차로,549392,56025,105850,116411,92482,75001,103622,92041,116357,83693,86768,110098,60432,79728,81409,81891,84294,83163,70943,67963
2021,3,3110123,마장역 3번,817861,109597,147205,128135,113612,115830,203482,196978,172257,102819,103170,140599,102038,115923,117165,118096,118272,117896,116711,113800
2021,3,3110122,마장역 2번,311197,44233,38808,57654,53339,46116,71047,55542,63787,45633,47771,63079,35387,43422,43496,44488,45001,44534,45877,44378
2021,3,3110121,한양대역 4번,132651,19275,41726,21697,16996,15307,17648,40255,29235,14467,13701,18379,16613,19029,19441,18837,19057,19512,18879,17895
2021,3,3110120,서울숲카페거리,474635,65459,84628,100482,76808,64394,82864,137941,100706,56870,54113,68806,56200,66324,65157,67443,78499,66579,66119,64514
2021,3,3110118,왕십리역 9번,591656,105631,103604,92336,95459,85149,109478,143248,120843,72115,74200,105849,75402,84249,84650,90018,87880,86361,79557,78942
2021,3,3110117,성동구보건소,558727,56603,89575,100048,86969,103207,122324,138334,125817,70448,67308,89323,67499,79539,79602,79728,77211,76066,78764,87817
2021,3,3110116,청계천박물관,693274,90516,84826,107829,113873,119616,176614,169349,157084,93055,89109,106289,78388,97869,100960,99976,102531,101743,94019,96176
2021,3,3110115,상왕십리역 3번,1034083,136483,189367,175620,155395,171409,205808,229654,210918,138673,143396,188841,122603,146551,147267,149067,150998,149830,148698,141672
2021,3,3110114,왕십리파출소,410783,51784,55334,63328,65329,77802,97206,91472,81915,52787,54649,77563,52396,58854,58620,59377,59894,57718,58297,58023
2021,3,3110113,응봉산,180193,35113,19039,24219,28647,28918,44259,46426,39829,21309,20811,29476,22340,25461,24697,25258,25130,25566,26619,27463
2021,3,3110112,행당역 2번,923279,166297,136586,150306,152882,134101,183107,274706,190147,98917,94873,139725,124910,132648,131875,131683,130896,130917,132787,132473
2021,3,3110110,상왕십리역 6번,1029350,151592,179661,199589,154631,143007,200868,252578,205112,123656,134005,190145,123854,139180,137803,140121,138583,138268,162857,172537
2021,3,3110109,금호삼성래미안아파트,306325,61931,27212,54355,57318,43831,61680,59406,57103,44570,50545,63817,30884,41942,40485,40747,42126,41905,50424,48696
2021,3,3110107,금호사거리,126673,19901,12042,20955,21057,19506,33211,18838,23849,18661,21808,29098,14418,17296,17430,17416,17859,17397,19625,19649
2021,3,3110105,금동어린이공원,868673,142909,94763,137624,142077,138613,212689,238410,171105,93535,94915,148458,122252,123127,120230,122751,120749,123210,127944,130664
2021,3,3110104,신금호역 4번,1171125,202272,130942,177752,187519,183901,288740,381844,247914,113137,106041,160162,162028,166933,166298,167686,164996,164962,169466,170784
2021,3,3110103,옥수터널,279583,42176,29701,57742,49121,37479,63363,73505,57530,31242,32848,48784,35675,37892,38634,37751,37850,40850,43028,43579
2021,3,3110102,옥수역 6번,626424,102750,70265,106269,110261,83677,153201,84303,125213,100499,112669,144256,59483,89178,90857,92347,92311,93952,89541,78239
